Order,Family,Genus,species,Karyotype,notes..Karyotype,Chromosome.number..female..2N,Chromosome.number..male..2N,notes..comments
Hemiptera,Eriococcidae,Eriococcus,cavellii,,,18,NA,
Hemiptera,Eriococcidae,Eriococcus,coriaceus,,,18,NA,
Hemiptera,Eriococcidae,Eriococcus,detectus,,,18,NA,
Hemiptera,Eriococcidae,Eriococcus,ericae,,,14,NA,
Hemiptera,Eriococcidae,Eriococcus,hakeae,,,18,NA,
Hemiptera,Eriococcidae,Eriococcus,lecanioides,,,18,NA,
Hemiptera,Eriococcidae,Eriococcus,leptospermi,,,18,NA,
Hemiptera,Eriococcidae,Eriococcus,minus,,,16,NA,
Hemiptera,Eriococcidae,Eriococcus,rata,,,14,NA,
Hemiptera,Eriococcidae,Eriococcus,rhodomyrti,,,16,NA,
Hemiptera,Eriococcidae,Eriococcus,williamsi ,,,14,NA,
Hemiptera,Eriococcidae,Gossyparia,spuria,,,28,NA,
Hemiptera,Eriococcidae,Kuwanina ,obscurata,,,NA,NA,
Hemiptera,Eriococcidae,Lachnodius,eucalypti ,XO|homomorphic,,18,NA,
Hemiptera,Eriococcidae,Lachnodius,lectularius,,,18,NA,
Hemiptera,Eriococcidae,Madarococcus ,totarae ,,,14,NA,
Hemiptera,Eriococcidae,Madarococcus ,viridulus,,,18,NA,
Hemiptera,Eriococcidae,Opisthoscelis ,convexa ,,,18,NA,
Hemiptera,Eriococcidae,Opisthoscelis ,maculata,,,18,NA,
Hemiptera,Eriococcidae,Opisthoscelis ,subrotunda,,,18,NA,
Hemiptera,Eriococcidae,Opisthoscelis ,fibularis,,,NA,NA,
Hemiptera,Eriococcidae,Opisthoscelis ,mammularis,,,NA,NA,
Hemiptera,Eriococcidae,Opisthoscelis ,maskelli,,,NA,NA,
Hemiptera,Eriococcidae,Ourococcus ,cobbi,,,14,NA,
Hemiptera,Eriococcidae,Phacelococcus,subcorticalis,,,18,NA,
Hemiptera,Eriococcidae,Phloeococcus ,loriceus,,,18,NA,
Hemiptera,Eriococcidae,Scutare ,lanuginosa,,,24,NA,
Hemiptera,Eriococcidae,Sisyrococcus ,intermedius,,,18,NA,
Hemiptera,Eriococcidae,Sphaerococcus,socialis,,,18,NA,
Hemiptera,Eriococcidae,Sphaerococcus,morrisoni,,,NA,NA,
Hemiptera,Eumenotidae,Eumenotes,obscura,XY,XY,14,14,
Hemiptera,Gelastocoridae,Gelastocoris,oculatus,complex XY,XXXXY,38,35,
Hemiptera,Gerridae,Gerris,adelaidis,XO,XO,24,23,
Hemiptera,Gerridae,Gerris,asper,XO,XO,22,21,
Hemiptera,Gerridae,Gerris,costai,XO,XO,22,21,
Hemiptera,Gerridae,Gerris,gibbifer,XO,XO,22,21,
Hemiptera,Gerridae,Gerris,gracilicornis,XO,XO,20,19,
Hemiptera,Gerridae,Gerris,lacustris,XO,XO,22,21,
Hemiptera,Gerridae,Gerris,lateralis,XO,XO,22,21,
Hemiptera,Gerridae,Gerris,marginatus,XO,XO,22,21,
Hemiptera,Gerridae,Gerris,najas,XO,XO,22,21,
Hemiptera,Gerridae,Gerris,nepalensis,,,NA,23,
Hemiptera,Gerridae,Gerris,paludum,XO,XO,24,23,
Hemiptera,Gerridae,Gerris,paludum,XY,XY,24,24,
Hemiptera,Gerridae,Gerris,sp.,XO,XO,22,21,
Hemiptera,Gerridae,Limnogonus,fossarum,XO,XO,24,23,
Hemiptera,Gerridae,Neogerris,parvulus,XO,XO,24,23,
Hemiptera,Halimococcidae,Colobopyga,pritchardiae,,,10,NA,
Hemiptera,Halimococcidae,Colobopyga,browni ,,,10,NA,
Hemiptera,Halimococcidae,Halimococcus,borassi ,,,10,NA,
Hemiptera,Halimococcidae,Platycoccus,tylocephalus,,,10,NA,
Hemiptera,Halimococcidae,Thysanococcus,pandani,,,10,NA,
Hemiptera,Hebridae,Hebrus,ruficeps,XO,XO,20,19,
Hemiptera,Hebridae,Merragata,hebroides,XO,XO,28,27,
Hemiptera,Hydrometridae,Hydrometra,lineata,XO,XO,20,19,
Hemiptera,Hydrometridae,Hydrometra,procera,XY,XY,20,20,
Hemiptera,Hydrometridae,Hydrometra,sp.,XO,XO,20,19,
Hemiptera,Joppeicidae,Joppeicus,paradoxus,XY,XY,24,24,
Hemiptera,Kermesidae,Kermes ,quercus,,,26,NA,
Hemiptera,Kerriidae,Kerria,lacca,,,18,NA,
Hemiptera,Kerriidae,Tachardiella,sp.,,,20,NA,
Hemiptera,Kuwaniidae,Kuwania,oligostigma,XO,,16,NA,
Hemiptera,Largidae,Physopelta,parciceps,XO,XO,16,15,1m chromosome pair
Hemiptera,Lecanodiaspididae,Lecanodiaspis,africana,,,NA,NA,
Hemiptera,Leptopodidae,Leptopus,marmoratus,XY,XY,28,28,
Hemiptera,Lygaeidae,Acompus,rufipes,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Afrovertanus,elongatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Anepsiodes,nitudus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Antillocoris,minutus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Aphanus,sp.,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Aphanus,sp. (PDA-33),XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Appolonicus,quadratus,XY,XY,18,18,1m chromosome pair
Hemiptera,Lygaeidae,Arocatus,rusticus,XY,XY,14,14,
Hemiptera,Lygaeidae,Arocatus,suboeneus,complex XY,XXY,16,15,
Hemiptera,Lygaeidae,Atrademus,capeneri,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Atrademus,sp. #135,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Blissus,arenarius arenarius,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Blissus,arenarius maritimus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Blissus,insularis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Blissus,leucopterus hirtus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Blissus,leucopterus leucopterus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Blissus,mixtus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Blissus,omani,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Capodemus,rusticus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Caprhiobia,pallipes,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Caprhiobia,sp.,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Carpilis,consimilis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Cavelerius,illustris,complex XY,XXY,16,15,1m chromosome pair
Hemiptera,Lygaeidae,Cavelerius,minor,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Chauliops,bisontula,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Chauliops,fallax,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Clerada,apicicornis,XY,XY,24,24,1m chromosome pair
Hemiptera,Lygaeidae,Cligenes,aethips,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Cligenes,sp. nr ashanti,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Cligenes,subcavicola,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Cnemodus,albimaculus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Cnemodus,mavortius,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Crophius,behemani,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Cryphula,nitens,XO,XO,12,11,1m chromosome pair
Hemiptera,Lygaeidae,Cryphula,trimaculata,XO,XO,12,11,1m chromosome pair
Hemiptera,Lygaeidae,Cymodema,sp.,XY,XY,30,30,1m chromosome pair
Hemiptera,Lygaeidae,Cymoninus,notabilis,XY,XY,22,22,1m chromosome pair
Hemiptera,Lygaeidae,Cymoninus,turaensis,XY,XY,22,22,1m chromosome pair
Hemiptera,Lygaeidae,Cymus,angustatus,XY,XY,30,30,1m chromosome pair
Hemiptera,Lygaeidae,Cymus,aurescens,,,NA,28,
Hemiptera,Lygaeidae,Cymus,claviculus,XY,XY,28,28,1m chromosome pair
Hemiptera,Lygaeidae,Cymus,coriacipennis,XY,XY,30,30,1m chromosome pair
Hemiptera,Lygaeidae,Cymus,glandicolor,XY,XY,28,28,1m chromosome pair
Hemiptera,Lygaeidae,Cymus,luridus,XY,XY,30,30,1m chromosome pair
Hemiptera,Lygaeidae,Cymus,sp.,XY,XY,30,30,1m chromosome pair
Hemiptera,Lygaeidae,Cymus,sp.,XY,XY,28,28,1m chromosome pair
Hemiptera,Lygaeidae,Darwinysius,marginalis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Darwinysius,wenmanensis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Delochilocoris,illuminatus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Dieuches,sp.,XY,XY,12,12,1m chromosome pair
Hemiptera,Lygaeidae,Dieuches,sp. (69-17),XY,XY,12,12,1m chromosome pair
Hemiptera,Lygaeidae,Dieuches,sp. (PDA-14),XY,XY,12,12,1m chromosome pair
Hemiptera,Lygaeidae,Dieuches,sp. (prob. patruelis),XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Dimorphopterus,annulatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Dimorphopterus,blissoides,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Dimorphopterus,latus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Dimorphopterus,oblongus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Dimorphopterus,sp. #57,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Diniella,nitida,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Diniella,sp. (GGES-18),XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Diniella,sp. (GGES-19),XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Diniella,sp. (GGES-20),XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Diniella,sp. (PDA-44),XO,XO,16,15,1m chromosome pair
Hemiptera,Lygaeidae,Dinomachellus,maculatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Dinomachellus,marshalli,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Dinomachellus,sp. (GGES-23),XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Drymus,brunneus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Drymus,pilicornis,XY,XY,18,18,1m chromosome pair
Hemiptera,Lygaeidae,Drymus,sylvaticus,XY,XY,18,18,1m chromosome pair
Hemiptera,Lygaeidae,Drymus,unus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Elasmolomus,mendicus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Elasmolomus,sordidus,XY,XY,12,12,1m chromosome pair
Hemiptera,Lygaeidae,Elasmolomus,transversus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Emblethis,vicarius,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Engistus,viduus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Eremocoris,abietis,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Eremocoris,dimidiatus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Eremocoris,ferus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Eremocoris,inquilinus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Eremocoris,opacus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Eremocoris,plebejus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Exptochiomera,dissimilis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Gastrodes,grossipes,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Geoblissus,mekongensis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Geocoris,ater,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Geocoris,atricolor,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Geocoris,bullatus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Geocoris,lapponicus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Geocoris,megacephalus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Geocoris,pallens,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Geocoris,sp.,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Geocoris,sp. (PDA-43),XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Geocoris,varius,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Germalus,sp.,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Glyptonysius,amicola,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Glyptonysius,hylaeus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Glyptonysius,sp.,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Graphoraglius,novitus,XY,XY,10,10,1m chromosome pair
Hemiptera,Lygaeidae,Graptostethus,manillensis,XY,XY,14,14,
Hemiptera,Lygaeidae,Graptostethus,servus,XY,XY,14,14,
Hemiptera,Lygaeidae,Heraeus,pacificus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Heterogaster,berhensii,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Hudsona,anceps,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Hypogeocoris,itonis,XY,XY,18,18,1m chromosome pair
Hemiptera,Lygaeidae,Hypogeocoris,piceus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ischnocoris,hemipterus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,badius,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,brevicornis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,brunnipennis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,conicus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,falicus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,nigrocephalus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,noctulus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,notandus,XY,XY,18,18,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,oblongus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,sabuleti,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,slossoni,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ischnodemus,tibialis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Kleidocerys,franciscanus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Kleidocerys,modestus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Kleidocerys,obovatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Kleidocerys,resedae,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Lachnesthus,singalensis,XY,XY,12,12,1m chromosome pair
Hemiptera,Lygaeidae,Lamprocoris,nr sp. (GGES-21),XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Lamprocoris,sp. (GGES-13),XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Lethaeus,barberi,XO,XO,12,11,1m chromosome pair
Hemiptera,Lygaeidae,Lethaeus,sp. (GGES-11),XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Ligyrocoris,diffusus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ligyrocoris,latimarginatus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ligyrocoris,litigiosus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ligyrocoris,sylvestris,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Lygaeospilus,tripunctatus,XY,XY,14,14,
Hemiptera,Lygaeidae,Lygaeus,equestris,XY,XY,14,14,
Hemiptera,Lygaeidae,Lygaeus,kalmii,XY,XY,14,14,
Hemiptera,Lygaeidae,Lygaeus,simlus,XY,XY,22,22,
Hemiptera,Lygaeidae,Lygaeus,turcicus,XY,XY,14,14,
Hemiptera,Lygaeidae,Macchiademus,diplopterus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Macrodema,microptera,XY,XY,18,18,1m chromosome pair
Hemiptera,Lygaeidae,Macropes,obnubilis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Macropes,raja,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Macropes,sp. PDA-41,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Macropes,uniformis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Macropes,varipennis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Malezonotus,sodalicius,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Masoas,sp. (GGES-22),XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Masoas,transvaalensis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Megalonotus,antennatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Megalonotus,chiragra,complex XY,XXY,16,15,1m chromosome pair
Hemiptera,Lygaeidae,Melanocoryphus,albomaculatus,XY,XY,14,14,
Hemiptera,Lygaeidae,Melanopleurus,bistriangularis,XY,XY,14,14,
Hemiptera,Lygaeidae,Melanopleurus,pyrrhopterus,XY,XY,14,14,
Hemiptera,Lygaeidae,Melanostethus,marginatus,XY,XY,14,14,
Hemiptera,Lygaeidae,Meschia,sp.,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Methochus,uniguttatus,XY,XY,12,12,1m chromosome pair
Hemiptera,Lygaeidae,Metrarga,elinguis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Micaredemus,pusillus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Microcoris,sexonotatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Migdilybs,furcifer,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Naudarensia,manipurensis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Neacoryphus,bicrucis,XY,XY,14,14,
Hemiptera,Lygaeidae,Neacoryphus,rubicollis,XY,XY,14,14,
Hemiptera,Lygaeidae,Neolethaeus,dallasi,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,chinai,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,fasciata convergens,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,fulgida,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,hiloensis approximata,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,hiloensis approximata,XY,XY,18,18,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,hiloensis hiloensis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,hiloensis interoculata,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,hiloensis jugata,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,kirkaldyi,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,legnota,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,nitida consummata,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,nitida impressicollis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,nitida insulicola,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,nitida nitida,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,ochriasis baldwini,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,ochriasis maculiceps,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,ochriasis ochriasis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,pallassata,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,pallida,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,saundersiana,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,silvestris,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Neseis,sp near hiloensis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Nesoclimacias,contracta,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Nesocymus,calvus,XY,XY,22,22,1m chromosome pair
Hemiptera,Lygaeidae,Nesomartis,psammophila,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Ninomimus,flavipes,XY,XY,22,22,1m chromosome pair
Hemiptera,Lygaeidae,Ninus,insignis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Nithicus,jacobaeae,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,abnormis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,angustatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,beardsleyi,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,caledoniae,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,ceylanicus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,coenosulus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,communis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,expressus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,fullawayi,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,helveticus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,huttoni,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,lichenicola,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,longicollis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,natalensis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,nemorivagus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,niger,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,raphanus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,scutellatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,sp.,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,stali,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,tenellus,XY,XY,22,22,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,thymi,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,usitatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Nysius,vinitor,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Oceanides,bimaculatus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Oceanides,dilatipennis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Oceanides,euphoribiae,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Oceanides,fosbergi,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Oceanides,gressitti,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Oceanides,montivagus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Oceanides,nimbatus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Oceanides,ventralis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Oceanides,yoshimotoi,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ochrimus,tripligatus,XY,XY,14,14,
Hemiptera,Lygaeidae,Oedancala,dorsalis,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Oncopeltus,famelicus,XY,XY,22,22,
Hemiptera,Lygaeidae,Oncopeltus,fasciatus,XY,XY,16,16,
Hemiptera,Lygaeidae,Oncopeltus,nigriceps,XY,XY,16,16,
Hemiptera,Lygaeidae,Opistholeptus,indicus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Orbellis,sp.,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Ortholomus,arphnoides,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ortholomus,nevadensis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Ortholomus,punctipennis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Ortholomus,scolopax,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Ortholomus,usingeri,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Oxycarenus,hyalinipennis,complex XY,XXY,18,17,1m chromosome pair
Hemiptera,Lygaeidae,Oxycarenus,lactus,complex XY,XXY,18,17,1m chromosome pair
Hemiptera,Lygaeidae,Oxycarenus,luctuosus,complex XY,XXY,18,17,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,albocinctus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,basalis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,bilobatus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,capicola,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,fracticollis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,inconspicuus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,insularis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,lateralis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,limbatus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,nesovinctus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,nietneri,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,pacificus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,sp. (GGES-10),XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,sp. (GGES-8),XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,sp. (GGES-9),XY,XY,16,16,1m chromosome pair
