Order,Family,Genus,species,Karyotype,notes..Karyotype,Chromosome.number..female..2N,Chromosome.number..male..2N,notes..comments
Coleoptera,Carabidae,Amara,batesi,XO,,38,37,
Coleoptera,Carabidae,Amara,equestris,,,30,NA,
Coleoptera,Carabidae,Amara,fervida,XO,,34,33,
Coleoptera,Carabidae,Amara,fulva,XO,,36,35,
Coleoptera,Carabidae,Amara,ingenua,XO,,38,37,
Coleoptera,Carabidae,Amara,metallescens,,,NA,21,B chromosomes
Coleoptera,Carabidae,Amara,moerens,XO,,38,37,
Coleoptera,Carabidae,Amara,montivaga,XO,,38,37,
Coleoptera,Carabidae,Amara,nila,XY,,22,22,
Coleoptera,Carabidae,Amara,plebeja,XY,,34,34,
Coleoptera,Carabidae,Amara,rotundicollis,,,26,NA,
Coleoptera,Carabidae,Amara,rufescens,,,24,NA,
Coleoptera,Carabidae,Amara,similata,XY,,32,32,
Coleoptera,Carabidae,Amara,simplex,,,20,NA,
Coleoptera,Carabidae,Amblycheila,baroni,XY,,44,44,
Coleoptera,Carabidae,Amblystomus,quadriguttatus,,,28,NA,
Coleoptera,Carabidae,Amblystomus,bivittatus,XY,,24,24,
Coleoptera,Carabidae,Amblytelus,curtus,XY,,30,30,
Coleoptera,Carabidae,Amphasia,interstitialis,,,NA,36,
Coleoptera,Carabidae,Amphasia,sericea,XO,,30,29,
Coleoptera,Carabidae,Anchomenidius,astur,,,NA,43,
Coleoptera,Carabidae,Anchomenus,dorsalis,XY,,44,44,
Coleoptera,Carabidae,Angoleus,crenatus,XO,,38,37,
Coleoptera,Carabidae,Angoleus,crenatus,XO,,40,39,
Coleoptera,Carabidae,Angoleus,nitidus,XO,,38,37,
Coleoptera,Carabidae,Anisodactylus,hispanus,XO,,38,37,
Coleoptera,Carabidae,Anisodactylus,signatus,XO,,38,37,
Coleoptera,Carabidae,Anisodactylus,virens,XO,,38,37,
Coleoptera,Carabidae,Anisodactylus,binotatus,XO,,38,37,
Coleoptera,Carabidae,Anomoglossus,emarginatus,XO,,38,37,
Coleoptera,Carabidae,Anthia,sexguttata,XO,,36,35,
Coleoptera,Carabidae,Apenes,marginalis,,,NA,36,
Coleoptera,Carabidae,Aptinus,displosor,,,NA,32,
Coleoptera,Carabidae,Arthropterus,sp. 1    ,,,46,46,
Coleoptera,Carabidae,Asaphidion,caraboides,XY,,24,24,B chromosomes
Coleoptera,Carabidae,Asaphidion,curtum,XY,,24,24,
Coleoptera,Carabidae,Asaphidion,cyanicorne,XY,,24,24,
Coleoptera,Carabidae,Asaphidion,rossii,,,NA,24,
Coleoptera,Carabidae,Baudia,anomala,XO,,46,45,
Coleoptera,Carabidae,Bembidion,aeneicolle,XY,,24,24,
Coleoptera,Carabidae,Bembidion,aenulum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,alaskense,XY,,24,24,
Coleoptera,Carabidae,Bembidion,americanum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,anchonoderum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,antiquum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,aratum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,arcticum ,XY,,26,26,
Coleoptera,Carabidae,Bembidion,arizonae,XY,,24,24,
Coleoptera,Carabidae,Bembidion,balli,XY,,24,24,
Coleoptera,Carabidae,Bembidion,basicorne ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,bifossulatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,bimaculatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,bowditchi,XY,,24,24,
Coleoptera,Carabidae,Bembidion,brachythorax ,XO,,24,23,
Coleoptera,Carabidae,Bembidion,brevistriatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,californicum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,carinula,XY,,24,24,
Coleoptera,Carabidae,Bembidion,carolinense ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,castor,XY,,24,24,
Coleoptera,Carabidae,Bembidion,castum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,cf anguliferum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,cf. immaturum    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,chalceum ,XY,,26,26,
Coleoptera,Carabidae,Bembidion,coloradense,XY,,24,24,
Coleoptera,Carabidae,Bembidion,complanulum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,compressum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,concolor,XY,,24,24,
Coleoptera,Carabidae,Bembidion,concretum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,confusum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,connivens ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,consanguineum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,constricticolle ,,,NA,22,
Coleoptera,Carabidae,Bembidion,contraetum-group contractum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,contraetum-group viridicolle ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,convexulum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,cordatum,,,NA,22,
Coleoptera,Carabidae,Bembidion,coxendix,XO,,24,23,
Coleoptera,Carabidae,Bembidion,coxendix,XY,,24,24,
Coleoptera,Carabidae,Bembidion,dauricum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,diligens,,,NA,22,
Coleoptera,Carabidae,Bembidion,dorsale,XY,,24,24,
Coleoptera,Carabidae,Bembidion,flebile ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,fortestriatum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,foveum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,frontale ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,gebleri turbatum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,gordoni ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,graciliforme,XY,,24,24,
Coleoptera,Carabidae,Bembidion,grapei,XY,,24,24,
Coleoptera,Carabidae,Bembidion,graphicum-Nr 1'    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,graphicum-Nr 2'    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,gratiosum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,haruspex ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,hasti,XY,,24,24,
Coleoptera,Carabidae,Bembidion,hesperium,XY,,22,22,
Coleoptera,Carabidae,Bembidion,honestum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,humboldtense,XY,,24,24,
Coleoptera,Carabidae,Bembidion,hyperboraeorum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,impotens,XY,,24,24,
Coleoptera,Carabidae,Bembidion,inaequale inaequale    ,XY,,22,22,
Coleoptera,Carabidae,Bembidion,inaequale opaciceps    ,XY,,22,22,
Coleoptera,Carabidae,Bembidion,incrematum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,indistinctum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,insulatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,integrum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,intermedium,XY,,24,24,
Coleoptera,Carabidae,Bembidion,interventor,XY,,24,24,
Coleoptera,Carabidae,Bembidion,iridescens ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,iridescens ,XY,,26,26,
Coleoptera,Carabidae,Bembidion,kuprianovi-Nr 1 ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,kuprianovi-Nr 2 ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,lacunarium,XY,,24,24,
Coleoptera,Carabidae,Bembidion,lapponicum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,laxatum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,lenae ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,levettei carrianum    ,XY,,22,22,
Coleoptera,Carabidae,Bembidion,levettei levettei    ,XY,,22,22,
Coleoptera,Carabidae,Bembidion,levigatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,lorquini,XY,,22,22,
Coleoptera,Carabidae,Bembidion,manningense ,XO,,24,23,
Coleoptera,Carabidae,Bembidion,maorinum maorinum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,mckinleyi carneum    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,mckinleyi mckinleyi    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,mexicanum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,mimus,XY,,24,24,
Coleoptera,Carabidae,Bembidion,morulum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,mundum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,mutatum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,nebraskense,XY,,22,22,
Coleoptera,Carabidae,Bembidion,nevadense,XY,,24,24,
Coleoptera,Carabidae,Bembidion,nigripes,XY,,24,24,
Coleoptera,Carabidae,Bembidion,nigrocoeruleum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,nigrum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,nitidum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,nudipenne ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,oberthueri-group oberthueri ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,obliquulum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,obscurellum,XO,,24,23,
Coleoptera,Carabidae,Bembidion,obtusangulum-group mormon ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,obtusangulum-group obtusangulum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,obtusum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,occultator ,XO,,24,23,
Coleoptera,Carabidae,Bembidion,operosum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,patruele,XY,,24,24,
Coleoptera,Carabidae,Bembidion,petrosum,XO,,24,23,
Coleoptera,Carabidae,Bembidion,planatum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,planiusculum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,planum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,platynoides,XY,,24,24,
Coleoptera,Carabidae,Bembidion,poculare,XY,,24,24,
Coleoptera,Carabidae,Bembidion,praecinctum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,praticola ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,pseudocautum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,punctatostriatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,quadrifoveolatum ,XY,,26,26,
Coleoptera,Carabidae,Bembidion,quadrimaculatum dubitans ,,,NA,22,
Coleoptera,Carabidae,Bembidion,quadrimaculatum oppositum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,quadrulum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,rapidum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,recticolle,XY,,24,24,
Coleoptera,Carabidae,Bembidion,roosvelti ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,ruficorne ,XY,,26,26,
Coleoptera,Carabidae,Bembidion,rufinum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,rufotinctum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,rupicola,XO,,24,23,
Coleoptera,Carabidae,Bembidion,rusticum lenensoides ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,salebratum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,salinarium,XY,,24,24,
Coleoptera,Carabidae,Bembidion,satelles,,,NA,22,
Coleoptera,Carabidae,Bembidion,scopulinum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,sejunctum sejunctum    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,sejunctum semiaureum    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,semicinctum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,semistriatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,seudderi-group consimile ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,seudderi-group flohri ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,seudderi-group obtusidens ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,seudderi-group scudderi ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,sierricola ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,simplex ,,,NA,22,
Coleoptera,Carabidae,Bembidion,sordidum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,sp nr ampliceps-Nr 1 ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,sp nr ampliceps-Nr 2 ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,sp nr aratum   ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,sp nr impotens   ,,,NA,22,
Coleoptera,Carabidae,Bembidion,sp nr mundum   ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,sp nr transversale-Nr 1  ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,sp nr transversale-Nr 2  ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,sulcipenne hyperboroides ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,tairuense ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,tetracolum,XO,,24,23,
Coleoptera,Carabidae,Bembidion,texanum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,timidum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,transparens,XY,,24,24,
Coleoptera,Carabidae,Bembidion,transversale,XY,,24,24,
Coleoptera,Carabidae,Bembidion,tricolor,,,NA,22,
Coleoptera,Carabidae,Bembidion,umbratum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,vandykei ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,versicolor,XO,,24,23,
Coleoptera,Carabidae,Bembidion,versicolor,XY,,24,24,
Coleoptera,Carabidae,Bembidion,versutum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,wickhami ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,yukonoum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,zephyrum,XY,,22,22,
Coleoptera,Carabidae,Bembidion,arenobilis ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,bellorum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,louisella ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,rothfelsi ,XY,,34,34,
Coleoptera,Carabidae,Bembidion,minimum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,ambiguum,,,24,24,
Coleoptera,Carabidae,Bembidion,andreae andreae    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,andreae bualei    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,articulatum ,,,24,NA,
Coleoptera,Carabidae,Bembidion,assimile,,,NA,24,
Coleoptera,Carabidae,Bembidion,atrocoeruleum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,biguttatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,bipunctatum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,callosum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,carpetanum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,coeruleum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,cribum ,,,NA,25,
Coleoptera,Carabidae,Bembidion,dahli ,,,NA,25,
Coleoptera,Carabidae,Bembidion,decorum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,doris ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,dudichi,XY,,24,24,
Coleoptera,Carabidae,Bembidion,ephippium,XY,,24,24,
Coleoptera,Carabidae,Bembidion,fasciolatum egregium    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,fortunatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,fumigatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,genei,XY,,24,24,
Coleoptera,Carabidae,Bembidion,geniculatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,grisvardi,XY,,24,24,
Coleoptera,Carabidae,Bembidion,guadarramense,XY,,24,24,
Coleoptera,Carabidae,Bembidion,guttula,XY,,24,24,
Coleoptera,Carabidae,Bembidion,hispanicum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,hypocrita,XY,,24,24,
Coleoptera,Carabidae,Bembidion,ibericum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,iricolor,XY,,24,24,
Coleoptera,Carabidae,Bembidion,ksteri paulinoi    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,lampros,XO,,24,23,
Coleoptera,Carabidae,Bembidion,latiplaga,XY,,24,24,
Coleoptera,Carabidae,Bembidion,lunulatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,maculatum ,,,NA,24,
Coleoptera,Carabidae,Bembidion,millerianum ,XY,,26,26,
Coleoptera,Carabidae,Bembidion,octomaculatum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,properans,XY,,24,24,
Coleoptera,Carabidae,Bembidion,punctulatum ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,punctulatum ,XY,,24,24,B chromosomes
Coleoptera,Carabidae,Bembidion,quadripustulatum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,ripicola,XO,,24,23,
Coleoptera,Carabidae,Bembidion,rivulare,XY,,24,24,
Coleoptera,Carabidae,Bembidion,sp. ,XY,,32,32,
Coleoptera,Carabidae,Bembidion,stephensi,XY,,24,24,
Coleoptera,Carabidae,Bembidion,striatum maurus    ,XY,,24,24,
Coleoptera,Carabidae,Bembidion,tenellum,XY,,24,24,B chromosomes
Coleoptera,Carabidae,Bembidion,tetracolum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,tetracolum,XY,,26,26,
Coleoptera,Carabidae,Bembidion,tibiale,XY,,24,24,
Coleoptera,Carabidae,Bembidion,varium,XY,,24,24,
Coleoptera,Carabidae,Bembidion,vicinus,XY,,24,24,
Coleoptera,Carabidae,Bembidion,ascendens,XY,,24,24,
Coleoptera,Carabidae,Bembidion,foveum,,,NA,24,
Coleoptera,Carabidae,Bembidion,hasti,XY,,24,24,
Coleoptera,Carabidae,Bembidion,hasurada,XY,,24,24,
Coleoptera,Carabidae,Bembidion,littorale,,,NA,36,
Coleoptera,Carabidae,Bembidion,modestum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,nitidulus ovalipennis,,,NA,24,
Coleoptera,Carabidae,Bembidion,siculum,XY,,24,24,
Coleoptera,Carabidae,Bembidion,thetys,,,NA,24,
Coleoptera,Carabidae,Bembidion,varicolor,XY,,24,24,
Coleoptera,Carabidae,Blemus,sp,,,NA,25,
Coleoptera,Carabidae,Blethsia,multipunctata,,,NA,32,
Coleoptera,Carabidae,Brachinus,beaticus,,,NA,33,
Coleoptera,Carabidae,Brachinus,bodemeyeri,,,NA,25,
Coleoptera,Carabidae,Brachinus,explodens,,,NA,36,
Coleoptera,Carabidae,Brachinus,longicornis,,,NA,32,
Coleoptera,Carabidae,Brachinus,longicornis,,,NA,34,
Coleoptera,Carabidae,Brachinus,pateri,,,22,22,
Coleoptera,Carabidae,Brachinus,pateri,,,NA,20,
Coleoptera,Carabidae,Brachinus,sclopeta ,,,NA,31,
Coleoptera,Carabidae,Brachinus,sclopeta ,,,NA,32,
Coleoptera,Carabidae,Brachinus,andalusiacus ,,,NA,32,
Coleoptera,Carabidae,Brachinus,cordicollis ,XY,NeoXY  ,18,18,NeoXY
Coleoptera,Carabidae,Brachinus,crepitans ,XO,,40,39,
Coleoptera,Carabidae,Brachinus,exhalans ,XO,,22,21,
Coleoptera,Carabidae,Brachinus,humeralis ,XY,,28,28,
Coleoptera,Carabidae,Brachinus,janthinipennis ,XY,NeoXY  ,18,18,NeoXY
Coleoptera,Carabidae,Brachinus,pecoudi,,,NA,18,
Coleoptera,Carabidae,Brachinus,plagiatus ,,,NA,32,
Coleoptera,Carabidae,Brachinus,sexmaculatus ,XY,,28,28,
Coleoptera,Carabidae,Brachinus,variventris ,,,NA,32,
Coleoptera,Carabidae,Bradybaenus,festivus ,XY,,36,36,
Coleoptera,Carabidae,Bradybaenus,festivus ,XO,,38,37,
Coleoptera,Carabidae,Broscus,rutilans ,,,NA,30,
Coleoptera,Carabidae,Broscus,cephalotes,,,NA,24,
Coleoptera,Carabidae,Broscus,glaber,,,NA,30,
Coleoptera,Carabidae,Calachroa,sexpunctata ,complex XY,XXY  ,NA,23,XXY
Coleoptera,Carabidae,Calathus,abaxoides ,,,NA,55,
Coleoptera,Carabidae,Calathus,ambiguus chevrolati ,XO,,38,37,
Coleoptera,Carabidae,Calathus,amplius ,,,NA,36,
Coleoptera,Carabidae,Calathus,ascendens ,complex XY,XYY  ,22,23,XYY
Coleoptera,Carabidae,Calathus,ascendens ,,,NA,24,
Coleoptera,Carabidae,Calathus,asturiensis ,,,NA,39,
Coleoptera,Carabidae,Calathus,auctus ,,,NA,37,
Coleoptera,Carabidae,Calathus,brevis ,XO,,38,37,
Coleoptera,Carabidae,Calathus,ciliatus ,,,NA,37,
Coleoptera,Carabidae,Calathus,circumseptus ,,,NA,43,
Coleoptera,Carabidae,Calathus,dejeani hispanicus ,XO,,38,37,
Coleoptera,Carabidae,Calathus,depressus ,,,36,36,
Coleoptera,Carabidae,Calathus,erratus ,XO,,38,37,
Coleoptera,Carabidae,Calathus,freyi ,,,36,36,
Coleoptera,Carabidae,Calathus,fuscipes ,XO,,38,37,
Coleoptera,Carabidae,Calathus,fuscipes fuscipes ,XO,,38,37,
Coleoptera,Carabidae,Calathus,fuscipes graecus,XO,,38,37,
Coleoptera,Carabidae,Calathus,fuscipes graecus,XO,,40,39,
Coleoptera,Carabidae,Calathus,granatensis ,XO,,38,37,
Coleoptera,Carabidae,Calathus,melanocephalus ,XO,,38,37,
Coleoptera,Carabidae,Calathus,melanocephalus ,XY,,38,38,
Coleoptera,Carabidae,Calathus,micropterus ,XO,,38,37,
Coleoptera,Carabidae,Calathus,mollis ,,,NA,39,
Coleoptera,Carabidae,Calathus,rectus ,,,38,37,
Coleoptera,Carabidae,Calathus,rotundatus ,,,NA,39,
Coleoptera,Carabidae,Calathus,rubricus ,XY,,36,36,
Coleoptera,Carabidae,Calathus,rufocastaneus ,XO,,38,37,
Coleoptera,Carabidae,Calathus,vuillefroyi ,XO,,38,37,
Coleoptera,Carabidae,Calathus,angularis,XO,,38,37,
Coleoptera,Carabidae,Calathus,angustulus,XY,,36,36,
Coleoptera,Carabidae,Calathus,baeticus mateui,,,NA,37,
Coleoptera,Carabidae,Calathus,cf fuscipes,,,NA,38,
Coleoptera,Carabidae,Calathus,cognatus,,,NA,37,
Coleoptera,Carabidae,Calathus,hispanicus,XO,,38,37,
Coleoptera,Carabidae,Calathus,luctosus,,,38,NA,
Coleoptera,Carabidae,Calathus,oreades,,,NA,37,
Coleoptera,Carabidae,Calathus,spretus,,,NA,37,
Coleoptera,Carabidae,Calosoma,beesoni ,XY,,28,28,
Coleoptera,Carabidae,Calosoma,chinense ,,,NA,28,
Coleoptera,Carabidae,Calosoma,inquisitor ,XY,,28,28,
Coleoptera,Carabidae,Calosoma,maderae indicum ,XY,,28,28,
Coleoptera,Carabidae,Calosoma,orientale ,XO,,28,27,
Coleoptera,Carabidae,Calosoma,sycophanta ,XY,,28,28,
Coleoptera,Carabidae,Calosoma,maderae indigator,XY,,28,28,
Coleoptera,Carabidae,Carabus,abbreviatus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,alpestris alpestris ,,,NA,28,
Coleoptera,Carabidae,Carabus,alpestris hoppei ,,,NA,28,
Coleoptera,Carabidae,Carabus,arcensis arcensis ,,,NA,28,
Coleoptera,Carabidae,Carabus,auronitens auronitens ,XY,,28,28,
Coleoptera,Carabidae,Carabus,blaptoides blaptoides ,XY,Xyr  ,28,28,Xyr
Coleoptera,Carabidae,Carabus,blaptoides lewisii ,XY,Xyr  ,28,28,Xyr
Coleoptera,Carabidae,Carabus,blaptoides oxuroides ,XY,Xyr  ,28,28,Xyr
Coleoptera,Carabidae,Carabus,blaptoides rugipennis ,XY,Xyr  ,28,28,Xyr
Coleoptera,Carabidae,Carabus,caelatus ,,,NA,28,
Coleoptera,Carabidae,Carabus,caelatus schreiberi ,XY,,28,28,
Coleoptera,Carabidae,Carabus,cancellatus ,XO,,28,27,
Coleoptera,Carabidae,Carabus,cancellatus cancellatus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,cancellatus celticus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,carinthiacus ,,,NA,28,
Coleoptera,Carabidae,Carabus,clathratus clathratus ,,,NA,28,
Coleoptera,Carabidae,Carabus,coriaceus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,coriaceus coriaceus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,creutzeri kircheri ,XY,,28,28,
Coleoptera,Carabidae,Carabus,creutzeri rinaldoi ,XY,,28,28,
Coleoptera,Carabidae,Carabus,croaticus croaticus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,depressus bonellii ,XY,,28,28,
Coleoptera,Carabidae,Carabus,deyrollei ,XY,,28,28,
Coleoptera,Carabidae,Carabus,errans ,XY,,28,28,
Coleoptera,Carabidae,Carabus,faustus faustus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,fruhstorferi ,XY,Xyr  ,28,28,Xyr
Coleoptera,Carabidae,Carabus,galicianus ,,,NA,28,
Coleoptera,Carabidae,Carabus,ghiliani ,XY,,28,28,
Coleoptera,Carabidae,Carabus,glabratus ,XO,,26,25,
Coleoptera,Carabidae,Carabus,glabratus glabratus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,granulatus ,XO,,18,17,
Coleoptera,Carabidae,Carabus,granulatus granulatus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,guadarramus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,hispanus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,hortensis hortensis ,XY,,28,28,
Coleoptera,Carabidae,Carabus,intricatus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,intricatus intricatus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,irregularis irregularis ,XY,,28,28,
Coleoptera,Carabidae,Carabus,lineatus basilicus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,lineatus lateralis ,XY,,28,28,
Coleoptera,Carabidae,Carabus,lineatus lineatus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,lineatus troberti ,,,NA,28,
Coleoptera,Carabidae,Carabus,lusitanicus brevis ,XY,,28,28,
Coleoptera,Carabidae,Carabus,macrocephalus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,macrocephalus cantabricus ,,,NA,28,
Coleoptera,Carabidae,Carabus,melancholicus costatus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,monticola ,XY,,28,28,
Coleoptera,Carabidae,Carabus,nemoralis ,XO,,28,27,
Coleoptera,Carabidae,Carabus,nemoralis ,XO,,30,29,
Coleoptera,Carabidae,Carabus,nemoralis meridionalis ,,,NA,28,
Coleoptera,Carabidae,Carabus,nemoralis nemoralis ,XY,,28,28,
Coleoptera,Carabidae,Carabus,nitens ,XY,,28,28,
Coleoptera,Carabidae,Carabus,problematicus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,problematicus gallicus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,punctatoauratus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,punctatoauratus ,XO,,30,29,
Coleoptera,Carabidae,Carabus,purpurascens ,XY,,28,28,
Coleoptera,Carabidae,Carabus,purpurascens fulgens ,XY,,28,28,
Coleoptera,Carabidae,Carabus,purpurascens purpurascens ,,,NA,28,
Coleoptera,Carabidae,Carabus,pyrenaeus ,XY,,28,28,
Coleoptera,Carabidae,Carabus,pyrenaeus occidentalis ,,,NA,28,
