"Order","Family","Genus","species","Karyotype","Genotypic","Female.2N.","male.2N."
"Diptera","Agromyzidae","Cerodontha","scirpi","XY","male heterogametic",12,12
"Diptera","Agromyzidae","Cerodontha","spinata","XY","male heterogametic",12,12
"Diptera","Agromyzidae","Cerodontha","vignae","XY","male heterogametic",12,12
"Diptera","Agromyzidae","Phytomyza","abdominalis","","",10,10
"Diptera","Agromyzidae","Phytomyza","crassiseta","XY","male heterogametic",12,12
"Diptera","Agromyzidae","Phytomyza","crassiseta","","",18,NA
"Diptera","Agromyzidae","Phytomyza","ilicis","XY","male heterogametic",12,12
"Diptera","Agromyzidae","Phytomyza","primulae","XY","male heterogametic",12,12
"Diptera","Anisopodidae","Mycetobia","pallipes","XY","male heterogametic",6,6
"Diptera","Anthomyiidae","Achaetella ","varipes","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Cordilura","ciliata","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Cordilura","ontario","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Fucellia","merina","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Fucellia ","marina","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Homalomya","sp","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hydrophoria","conica","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hylemya","antiqua","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hylemya","brassicae","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hylemya","cana","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hylemya","cilicrura","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hylemya","crucifera","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hylemya","echinata","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hylemya","floralis","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hylemya","florilegea","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hylemya","fugax","complex XY","male heterogametic",14,13
"Diptera","Anthomyiidae","Hylemya","planipalpus","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hylemya","trichodactula","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Hylemya","trichodactyla","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Ophyra","leucostoma","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Orthochaeta","hirtipes","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Pegomya","betae","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Pegomya","bicolor","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Pegomya","geniculata","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Pegomyia","geniculata","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Phorbia","brassica","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Scatophaga","pallida","XY","male heterogametic",12,12
"Diptera","Anthomyiidae","Scatophaga","stercoraria","XY","male heterogametic",12,12
"Diptera","Asilidae","Asilus","lecythus","XY","male heterogametic",14,14
"Diptera","Asilidae","Asilus","notatus","XY","male heterogametic",14,14
"Diptera","Asilidae","Asilus","sericeus","XY|homomorphic","male heterogametic",10,10
"Diptera","Asilidae","Dasyllis","grossa","XO","male heterogametic",10,9
"Diptera","Asilidae","Dasyllis","thoracica","XY","male heterogametic",10,10
"Diptera","Asilidae","Deromyia","winthemi","XY","male heterogametic",12,12
"Diptera","Asilidae","Erax","rufibarbis","XY","male heterogametic",10,10
"Diptera","Asilidae","Leptogaster","badius","XY","male heterogametic",10,10
"Diptera","Asilidae","Septogaster ","badius","XY","male heterogametic",10,10
"Diptera","Bibionidae","Bibio","bortulanus","","",10,10
"Diptera","Bibionidae","Bibio","hortulanus","homomorphic","",10,10
"Diptera","Bibionidae","Penthetria","holosericea","XY","male heterogametic",10,10
"Diptera","Bombyliidae","Acrophthalrnyda","paulseni","homomorphic","",12,12
"Diptera","Bombyliidae","Anthrax","anthrax","","",16,16
"Diptera","Bombyliidae","Anthrax","cordillerensis","XY","male heterogametic",12,12
"Diptera","Bombyliidae","Anthrax","lateralis","homomorphic","",12,12
"Diptera","Bombyliidae","Anthrax","mystaceus","","",14,14
"Diptera","Bombyliidae","Anthrax","oedipus","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Anthrax","sinuosa","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Anthrax","tigrinus","","",12,12
"Diptera","Bombyliidae","Anthrax","yamashiroensis","XY","male heterogametic",10,10
"Diptera","Bombyliidae","Bombylius","fulvescens","","",12,12
"Diptera","Bombyliidae","Bombylius","pygmaeus","XY","male heterogametic",12,12
"Diptera","Bombyliidae","Exoprosopa","atrinasis","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Exoprosopa","sp.","XY","male heterogametic",14,14
"Diptera","Bombyliidae","Ligyra","cerberus","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Ligyra","proserpina","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Neodiplocampta","roederi","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Spogostylum","simson","","",12,12
"Diptera","Bombyliidae","Systoechus","vulgaris","XY","male heterogametic",14,14
"Diptera","Bombyliidae","Thyridanthrax","abrupta","","",16,16
"Diptera","Bombyliidae","Thyridanthrax","niveifrons","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Thyridanthrax","sp.","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Toxophora","javana","XY","male heterogametic",8,8
"Diptera","Bombyliidae","Usia","florea","XY","male heterogametic",10,10
"Diptera","Bombyliidae","Villa","cingulum","","",16,16
"Diptera","Bombyliidae","Villa","gayi","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Villa","gorgon","XY","male heterogametic",14,14
"Diptera","Bombyliidae","Villa","lateralis","XY","male heterogametic",12,12
"Diptera","Bombyliidae","Villa","morio","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Villa","scylla","XY","male heterogametic",10,10
"Diptera","Bombyliidae","Villa","sinuosa","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Villa","sp","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Villa","sp.1","XY","male heterogametic",14,14
"Diptera","Bombyliidae","Villa","sp.2","","",14,14
"Diptera","Bombyliidae","Villa","sp.3","","",18,18
"Diptera","Bombyliidae","Villa","sp.lateralis grp.","XY","male heterogametic",14,14
"Diptera","Bombyliidae","Villa","sp.nr.blanchardiana","XY","male heterogametic",12,12
"Diptera","Bombyliidae","Villa","spB","XY","male heterogametic",12,12
"Diptera","Bombyliidae","Villa","spC","XY","male heterogametic",14,14
"Diptera","Bombyliidae","Villa","velutina","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Villa","velutina I","XY","male heterogametic",18,18
"Diptera","Bombyliidae","Villa","velutina II","XY","male heterogametic",18,18
"Diptera","Calliphoridae","Albuquerquea","latifrons","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Amenia","chrysame","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Anthracomyza","atratula","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Bengalia","inermis","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Bengalia","lyneborgi","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Blepharicnema","splendens","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Boreellus","atriceps","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Bufolucilia","silvarum","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","accepta","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","bomitoria","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","croceipalpis I","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","croceipalpis II","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","erythrocephala","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","fallax","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","fulviceps","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","fulvicoxa","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","hilli","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","lilaea","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","peruviana","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","plebeia","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","sternalis","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","stygia","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","tibialis","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","varifrons","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","vicina","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","vicina I","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","vicina II","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","viridenscens","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","viridescens","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","vomitoria","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","vomitoria I","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","vomitoria II","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora","vomitoria III","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora ","viridescens ","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Calliphora ","vomitoria ","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Callitroga","hominivorax","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Callitroga","macellaria","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Callitroga","mocellaria","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomia","albiceps","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomia","cholorpyga","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomia","putoria","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomya","albiceps","homomorphic","",12,12
"Diptera","Calliphoridae","Chrysomya","marginalis","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomya","megacephala","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomya","phaonis","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomya","pinguis","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomya","putoria","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomya","rufifacies","homomorphic","",12,12
"Diptera","Calliphoridae","Chrysomya","saffraneta","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomya","varipes","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomyia","albiceps","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomyia","chloropyga I","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomyia","chloropyga II","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomyia","megacephala","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomyia","pachymera","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomyia","putoria I","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomyia","putoria II","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Chrysomyia","rufifacies","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Cochliomyia","hominivorax","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Cochliomyia","macellaria I","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Cochliomyia","macellaria II","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Cosmina","testaceipes","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Cynomya","cadaverina","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Cynomya","mortuorum I","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Cynomya","mortuorum II","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Cynomya","mortuorum III","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Cynomyia","mortyorum","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Cynomyopsis","cadaverina","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Cynomyopsis","cadaverina","","",12,12
"Diptera","Calliphoridae","Discritomyia","fasciata","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Discritomyia","fulgens","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Discritomyia","new species","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Discritomyia","terryi","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Eucalliphora","lilaea","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Euphumosia","setigera","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Eurhyncomyia","anterotes","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Hemilucilia ","sp","XY|homomorphic","male heterogametic",12,12
"Diptera","Calliphoridae","Hemipyrellia","brunneipes","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Hemipyrellia","fernandica","complex XY","male heterogametic",12,12
"Diptera","Calliphoridae","Hemipyrellia","ligurriens","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Hemipyrellia","taeniops","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Hemipyrellia","tagaliana","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Huascaromusca","nigrifrons","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Isomyia","connivens","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Isomyia","prasina","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Lucilia","ampullacea","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Lucilia","caesar","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Lucilia","cuprina","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Lucilia","illustris","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Lucilia","porphyrina","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Lucilia","sericata","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Lucilia ","caesar","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Lucilia ","caesar ","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Lucilia ","cuprina","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Lucilia ","illustria","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Lucilia ","sericata","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Melinda","biseta","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Melinda","sp","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Mesembrinella","peregrina I","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Mesembrinella","peregrina II","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Metallea","cuprea","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Metallea","puncticeps","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Microcalliphora ","varipes ","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Paralucilia","fulvicrura","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Paralucilia","wheeleri","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Paratricyclea","surcoufi","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phaenicia","caeruleiviridis","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phaenicia","coernleiviridis","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phaenicia","cuprina","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phaenicia","eximia","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phaenicia","sericata","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phaenicia ","caeruleiviridis ","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phaenicia ","eximia","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phaenicia ","sericata","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phormia","regina","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phormia","terraenovae","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phormia ","regina ","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phormia ","terrae-novae","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Phumosia","promittens","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Pollenia","nigripes","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Pollenia","rudis","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Pollenia","rudis I","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Pollenia","rudis II","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Pollenia","rudis III","XY","male heterogametic",12,12
"Diptera","Calliphoridae","Pollenia ","rudis","","",12,12
