"Order","Family","Genus","species","Karyotype","Genotypic","Female.2N.","male.2N."
"Hymenoptera","Apidae","Bombus","morio","","",40,20
"Hymenoptera","Apidae","Bombus","pennsylvanicus ","","",36,18
"Hymenoptera","Apidae","Bombus","pseudobaicalensis","","",34,17
"Hymenoptera","Apidae","Bombus","schrencki","","",34,17
"Hymenoptera","Apidae","Bombus","terrestris","","",36,18
"Hymenoptera","Apidae","Bombus","terricola","","",36,18
"Hymenoptera","Apidae","Bombus","terricola occidentalis","","",36,18
"Hymenoptera","Apidae","Bombus","ussurensis","","",36,18
"Hymenoptera","Apidae","Bombus (Bombias)","nevadensis","","",36,18
"Hymenoptera","Apidae","Bombus (megabombus)","consobrinus wittenburghi","","",38,19
"Hymenoptera","Apidae","Celetrigona","longicornis","","",30,15
"Hymenoptera","Apidae","Cleptotrigona","cubiceps","","",36,18
"Hymenoptera","Apidae","Cullumanobombus","rufocincus","","",38,19
"Hymenoptera","Apidae","Dactylurina","staudingeri","","",34,17
"Hymenoptera","Apidae","Diadasia","enavata","","",30,15
"Hymenoptera","Apidae","Eufriesia","violacea ","","",30,15
"Hymenoptera","Apidae","Euglossa","cyanaspis","","",42,21
"Hymenoptera","Apidae","Euglossa","hyacinthina","","",40,20
"Hymenoptera","Apidae","Euglossa","sp.","","",42,21
"Hymenoptera","Apidae","Exomalopsis","aureopilosa","","",18,9
"Hymenoptera","Apidae","Exomalopsis","sp.","","",16,8
"Hymenoptera","Apidae","Fervidobombus","atratus","","",40,20
"Hymenoptera","Apidae","Fervidobombus","californicus","","",38,19
"Hymenoptera","Apidae","Fervidobombus","fervidus","","",36,18
"Hymenoptera","Apidae","Fervidobombus","morio","","",40,20
"Hymenoptera","Apidae","Fervidobombus","pennsylvanicus","","",36,18
"Hymenoptera","Apidae","Frieseomelitta","doederleini","","",30,15
"Hymenoptera","Apidae","Frieseomelitta","languida","","",30,15
"Hymenoptera","Apidae","Frieseomelitta","varia","","",30,15
"Hymenoptera","Apidae","Frieseomelitta (Duckeola)","ghiliani","","",30,15
"Hymenoptera","Apidae","Hypotrigona","braunsi","","",28,14
"Hymenoptera","Apidae","Hypotrigona","gribodoi","","",28,14
"Hymenoptera","Apidae","Isepeolus","viperinus","","",32,16
"Hymenoptera","Apidae","Leurotrigona","muelleri","","",16,8
"Hymenoptera","Apidae","Leurotrigona","pusilla","","",30,15
"Hymenoptera","Apidae","Meliplebeia","beccari","","",34,17
"Hymenoptera","Apidae","Melipona","asilvae ","","",18,9
"Hymenoptera","Apidae","Melipona","bicolor bicolor ","","",18,9
"Hymenoptera","Apidae","Melipona","capixaba","","",18,9
"Hymenoptera","Apidae","Melipona","compressipes ","","",18,9
"Hymenoptera","Apidae","Melipona","compressipes manaosensis","","",18,9
"Hymenoptera","Apidae","Melipona","crinita","","",18,9
"Hymenoptera","Apidae","Melipona","favosa","","",18,9
"Hymenoptera","Apidae","Melipona","interrupta fasciculata","","",18,9
"Hymenoptera","Apidae","Melipona","mandacaia","","",18,9
"Hymenoptera","Apidae","Melipona","marginata ","","",18,9
"Hymenoptera","Apidae","Melipona","marginata marginata","","",18,9
"Hymenoptera","Apidae","Melipona","mondury","","",18,9
"Hymenoptera","Apidae","Melipona","nigra","","",18,9
"Hymenoptera","Apidae","Melipona","quadrifasciata","","",18,9
"Hymenoptera","Apidae","Melipona","quinquefasciata","","",28,14
"Hymenoptera","Apidae","Melipona","rufiventris","","",18,9
"Hymenoptera","Apidae","Melipona","scutellaris","","",18,9
"Hymenoptera","Apidae","Melipona","subnitida","","",18,9
"Hymenoptera","Apidae","Meliponula","bocandei","","",36,18
"Hymenoptera","Apidae","Meliponula (Meliplebeia)","becarii","","",34,17
"Hymenoptera","Apidae","Mourella","caerulea ","","",34,17
"Hymenoptera","Apidae","Nannotrigona","sp.","","",34,17
"Hymenoptera","Apidae","Nannotrigona","testaceicornis","","",34,17
"Hymenoptera","Apidae","Oxytrigona","sp. cf. flaveola ","","",34,17
"Hymenoptera","Apidae","Oxytrigona","tataira","","",34,17
"Hymenoptera","Apidae","Partamona","ailyae ","","",34,17
"Hymenoptera","Apidae","Partamona","cupira","","",34,17
"Hymenoptera","Apidae","Partamona","helleri ","","",34,17
"Hymenoptera","Apidae","Partamona","mulata ","","",34,17
"Hymenoptera","Apidae","Partamona","pearsoni ","","",34,17
"Hymenoptera","Apidae","Partamona","peckolti","","",34,17
"Hymenoptera","Apidae","Partamona","peckolti musarum","","",34,17
"Hymenoptera","Apidae","Partamona","seridoensis","","",34,17
"Hymenoptera","Apidae","Partamona","sp.n.","","",34,17
"Hymenoptera","Apidae","Partamona","vicina","","",34,17
"Hymenoptera","Apidae","Plebeia","denoiti","","",36,18
"Hymenoptera","Apidae","Plebeia","droryana","","",36,18
"Hymenoptera","Apidae","Plebeia","emerina","","",36,18
"Hymenoptera","Apidae","Plebeia","remota","","",36,18
"Hymenoptera","Apidae","Plebeia","sp.1","","",34,17
"Hymenoptera","Apidae","Plebeia","subnuda","","",36,18
"Hymenoptera","Apidae","Plebeia (Friesella)","schrottkyi","","",36,18
"Hymenoptera","Apidae","Plebeina","denoiti ","","",36,18
"Hymenoptera","Apidae","Psithyrus","ashtoni","","",50,25
"Hymenoptera","Apidae","Psithyrus","citrinus","","",52,26
"Hymenoptera","Apidae","Ptilothrix","bombiformis","","",12,6
"Hymenoptera","Apidae","Pyrobombus","ardens","","",36,18
"Hymenoptera","Apidae","Pyrobombus","bimaculatus","","",36,18
"Hymenoptera","Apidae","Pyrobombus","edwardsii","","",36,18
"Hymenoptera","Apidae","Pyrobombus","ephippiatus","","",36,18
"Hymenoptera","Apidae","Pyrobombus","huntii","","",36,18
"Hymenoptera","Apidae","Pyrobombus","impatiens","","",36,18
"Hymenoptera","Apidae","Pyrobombus","melanopygus","","",36,18
"Hymenoptera","Apidae","Pyrobombus","mixtus","","",36,18
"Hymenoptera","Apidae","Pyrobombus","perplexus","","",24,12
"Hymenoptera","Apidae","Pyrobombus","sitkensis","","",36,18
"Hymenoptera","Apidae","Pyrobombus","ternarius","","",36,18
"Hymenoptera","Apidae","Pyrobombus","vagans","","",36,18
"Hymenoptera","Apidae","Pyrobombus","vosnesenskii","","",36,18
"Hymenoptera","Apidae","Scaptotrigona","depilis","","",34,17
"Hymenoptera","Apidae","Scaptotrigona","postica","","",34,17
"Hymenoptera","Apidae","Separatobombus","griseocollis","","",38,19
"Hymenoptera","Apidae","Subterraneobombus","appositus","","",32,16
"Hymenoptera","Apidae","Subterraneobombus","borealis","","",32,16
"Hymenoptera","Apidae","Svastra","obliqua expurgata ","","",42,21
"Hymenoptera","Apidae","Tetragona","angustula","","",34,17
"Hymenoptera","Apidae","Tetragona","clavipes","","",34,17
"Hymenoptera","Apidae","Trigona","fuscipennis","","",34,17
"Hymenoptera","Apidae","Trigona","spinipes","","",34,17
"Hymenoptera","Apidae","Trigona","staudingeri","","",34,17
"Hymenoptera","Apidae","Trigona","subterranea","","",34,17
"Hymenoptera","Argidae","Arge","cyanocrocea","","",22,11
"Hymenoptera","Argidae","Arge","gracilicornis","","",16,8
"Hymenoptera","Argidae","Arge","melanochroa ","","",20,10
"Hymenoptera","Argidae","Arge","nigripes","","",26,13
"Hymenoptera","Argidae","Arge","pagana","","",16,8
"Hymenoptera","Argidae","Arge","pectoralis","","",16,8
"Hymenoptera","Argidae","Arge","ustulata ","","",16,8
"Hymenoptera","Bethylidae","Epyris","nigir","","",28,14
"Hymenoptera","Bethylidae","Laelius","utilis","","",20,10
"Hymenoptera","Braconidae","Apanteles","sp.1","","",22,11
"Hymenoptera","Braconidae","Aphidius","rhopalosiphi","","",14,7
"Hymenoptera","Braconidae","Biosteres","carbonarius","","",28,14
"Hymenoptera","Braconidae","Charmon","cruentatus","","",10,5
"Hymenoptera","Braconidae","Cotesia","glomeratus","","",24,12
"Hymenoptera","Braconidae","Dacnusa","sp.1","","",34,17
"Hymenoptera","Braconidae","Diaeretiella","rapae","","",12,6
"Hymenoptera","Braconidae","Ephedrus","sp.1","","",34,17
"Hymenoptera","Braconidae","Habrobracon","hebetor","","",20,10
"Hymenoptera","Braconidae","Habrobracon","juglandis","","",20,10
"Hymenoptera","Braconidae","Habrobracon","pectinophorae","","",20,10
"Hymenoptera","Braconidae","Habrobracon","serinopae","","",20,10
"Hymenoptera","Braconidae","Heterospilus","prosopidis","","",34,17
"Hymenoptera","Braconidae","Macrocentrus","thoracicus","","",26,13
"Hymenoptera","Braconidae","Meteorus","gyrator","","",20,10
"Hymenoptera","Braconidae","Meteorus","pallipes","","",20,10
"Hymenoptera","Braconidae","Meteorus","versicolor","","",16,8
"Hymenoptera","Braconidae","Mirax","sp.1","","",20,10
"Hymenoptera","Braconidae","Phaenocarpa","persimilis","","",34,17
"Hymenoptera","Braconidae","Praon","abjectum","","",8,4
"Hymenoptera","Braconidae","Rhysipolis","decorator","","",12,6
"Hymenoptera","Cephidae","Calameuta","filiformis","","",40,20
"Hymenoptera","Cephidae","Cephus","cinctus ","","",18,9
"Hymenoptera","Cephidae","Janus","integer","","",48,24
"Hymenoptera","Chalcididae","Brachymeria","intermedia","","",6,3
"Hymenoptera","Chalcididae","Brachymeria","lasus","","",10,5
"Hymenoptera","Chalcididae","Brachymeria","ovata","","",10,5
"Hymenoptera","Chalcididae","Dirhinus","himalayanus","","",10,5
"Hymenoptera","Chrysididae","Omalus","djozanus hondonis","","",38,19
"Hymenoptera","Cimbicidae","Abia","candens","","",32,16
"Hymenoptera","Cimbicidae","Cimbex","femorata","","",16,8
"Hymenoptera","Cimbicidae","Trichiosoma","lucorum ","","",16,8
"Hymenoptera","Colletidae","Hylaeus","ellipticus","","",22,11
"Hymenoptera","Colletidae","Hylaeus","nippon","","",16,8
"Hymenoptera","Colletidae","Hylaeus","sp.1","","",36,18
"Hymenoptera","Colletidae","Hylaeus","sp.2","","",56,28
"Hymenoptera","Colletidae","Hylaeus","stevensi ","","",28,14
"Hymenoptera","Colletidae","Hylaeus","transversali","","",16,8
"Hymenoptera","Cynipidae","Andricus","curvator","","",20,10
"Hymenoptera","Cynipidae","Andricus","fecundator","","",20,10
"Hymenoptera","Cynipidae","Andricus","kollari","","",20,10
"Hymenoptera","Cynipidae","Andricus","quercuscalicis","","",20,10
"Hymenoptera","Cynipidae","Aulacidea","hieracii","","",20,10
"Hymenoptera","Cynipidae","Biorrhiza","pallida","","",20,10
"Hymenoptera","Cynipidae","Cynips","divisa","","",20,10
"Hymenoptera","Cynipidae","Cynips","erinacea","","",24,12
"Hymenoptera","Cynipidae","Diastrophus","nebulosus","","",20,10
"Hymenoptera","Cynipidae","Diplolepis","elganteria","","",18,9
"Hymenoptera","Cynipidae","Diplolepis","nervosum","","",18,9
"Hymenoptera","Cynipidae","Diplolepis","rosae","","",22,11
"Hymenoptera","Cynipidae","Diplolepis","spinosissimae","","",18,9
"Hymenoptera","Cynipidae","Dryocosmus","kuriphilus","","",20,10
"Hymenoptera","Cynipidae","Neuroterus","laeviusculus","","",20,10
"Hymenoptera","Cynipidae","Neuroterus","numismalis","","",20,10
"Hymenoptera","Cynipidae","Neuroterus","quescusbaccarum","","",20,10
"Hymenoptera","Cynipidae","Trigonaspis","megaptera","","",20,10
"Hymenoptera","Cynipidae","Xestophanes","potentillae","","",20,10
"Hymenoptera","Diapriidae","Belyta","depressa","","",16,8
"Hymenoptera","Diapriidae","Cinetus","lanceolatus","","",20,10
"Hymenoptera","Diprionidae","Diprion","nipponicus","","",28,14
"Hymenoptera","Diprionidae","Diprion","pini ","","",22,11
"Hymenoptera","Diprionidae","Diprion","similis","","",22,11
"Hymenoptera","Diprionidae","Gilpinia","abieticola ","","",14,7
"Hymenoptera","Diprionidae","Gilpinia","frutetorum ","","",14,7
"Hymenoptera","Diprionidae","Gilpinia","hercyniae","","",14,7
"Hymenoptera","Diprionidae","Gilpinia","pallida","","",14,7
"Hymenoptera","Diprionidae","Gilpinia","polytoma","","",12,6
"Hymenoptera","Diprionidae","Macrodiprion","nemoralis ","","",14,7
"Hymenoptera","Diprionidae","Monoctenus","nipponicus","","",30,15
"Hymenoptera","Diprionidae","Monoctenus","suffusus","","",14,7
"Hymenoptera","Diprionidae","Neodiprion"," nanulus ","","",14,7
"Hymenoptera","Diprionidae","Neodiprion"," sertifer ","","",14,7
"Hymenoptera","Diprionidae","Neodiprion","abietis","","",16,8
"Hymenoptera","Diprionidae","Neodiprion","compar","","",14,7
"Hymenoptera","Diprionidae","Neodiprion","dubiosus ","","",14,7
"Hymenoptera","Diprionidae","Neodiprion","lecontei","","",14,7
"Hymenoptera","Diprionidae","Neodiprion","maurus","","",14,7
"Hymenoptera","Diprionidae","Neodiprion","nigroscutum ","","",14,7
"Hymenoptera","Diprionidae","Neodiprion","pinetum ","","",14,7
"Hymenoptera","Diprionidae","Neodiprion","pratti banksianae ","","",14,7
"Hymenoptera","Diprionidae","Neodiprion","sp.1","","",14,7
"Hymenoptera","Diprionidae","Neodiprion","sp.2","","",16,8
"Hymenoptera","Diprionidae","Neodiprion","swainei ","","",16,8
"Hymenoptera","Diprionidae","Neodiprion","taedae taedae ","","",14,7
"Hymenoptera","Diprionidae","Neodiprion","tsugae ","","",14,7
"Hymenoptera","Diprionidae","Neodiprion","virginiana ","","",14,7
"Hymenoptera","Encryrtidae","Ageniaspis","fuscicollis","","",20,10
"Hymenoptera","Encryrtidae","Apoanagyrus","lopezi","","",20,10
"Hymenoptera","Encryrtidae","Copidosoma","buyssoni","","",24,12
"Hymenoptera","Encryrtidae","Copidosoma","floridanum","","",20,10
"Hymenoptera","Encryrtidae","Copidosoma","gelechiae","","",22,11
"Hymenoptera","Encryrtidae","Copidosoma","truncatellum","","",20,10
"Hymenoptera","Eucoilidae","Pseudeucoila","bochei","","",20,10
"Hymenoptera","Eulophidae","Cirrospillls","dialllus","","",12,6
"Hymenoptera","Eulophidae","Colpodypells","florus","","",12,6
"Hymenoptera","Eulophidae","Melittobia","chalybii","","",10,5
"Hymenoptera","Eulophidae","Tetrastichus","gigas","","",12,6
"Hymenoptera","Eulophidae","Tetrastichus","megachilidis","","",12,6
"Hymenoptera","Eumenidae","Ancistrocerus","adiabatus cytainus","","",12,6
"Hymenoptera","Eumenidae","Ancistrocerus","densepilloserus","","",12,6
"Hymenoptera","Eumenidae","Ancistrocerus","simulator","","",14,7
"Hymenoptera","Eumenidae","Ancistrocerus","spilogaster","","",12,6
"Hymenoptera","Eumenidae","Ancistrocerus","tuberculiceps sutterianus ","","",20,10
"Hymenoptera","Eumenidae","Discoelius","japonicus","","",24,12
"Hymenoptera","Eumenidae","Euodynerus","foraminatus scutellaris ","","",16,8
"Hymenoptera","Eumenidae","Euodynerus","quadrifasciatus","","",10,5
"Hymenoptera","Eumenidae","Stenodynerus","frauenfeldi","","",20,10
"Hymenoptera","Eupelmidae","Anastatus","catalonicus","","",10,5
"Hymenoptera","Eupelmidae","Macroneura","vesicularis","","",10,5
"Hymenoptera","Eurytomidae","Eudecatoma","biguttata","","",18,9
"Hymenoptera","Eurytomidae","Eurytoma","californica","","",20,10
"Hymenoptera","Formicidae","Acanthomyrmex","sp.1","","",24,12
"Hymenoptera","Formicidae","Acanthomyrmex","sp.2","","",22,11
"Hymenoptera","Formicidae","Acanthomyrmex","sp.3","","",22,11
"Hymenoptera","Formicidae","Acanthomyrmex","sp.4","","",22,11
"Hymenoptera","Formicidae","Acromyrmex","ambiguus","","",38,19
"Hymenoptera","Formicidae","Acromyrmex","crassipinus","","",38,19
"Hymenoptera","Formicidae","Acromyrmex","echinatior","","",36,18
"Hymenoptera","Formicidae","Acromyrmex","heyeri","","",38,19
"Hymenoptera","Formicidae","Acromyrmex","hispidus","","",38,19
"Hymenoptera","Formicidae","Acromyrmex","subterraneus","","",38,19
"Hymenoptera","Formicidae","Acropyga","acutiventris","","",30,15
"Hymenoptera","Formicidae","Acropyga","sp.1","","",32,16
"Hymenoptera","Formicidae","Acropyga","sp.2","","",30,15
"Hymenoptera","Formicidae","Aenictus","brevicornis","","",24,12
"Hymenoptera","Formicidae","Aenictus","laeviceps","","",22,11
"Hymenoptera","Formicidae","Aenictus","sp.1","","",30,15
"Hymenoptera","Formicidae","Amblyopone","australis","","",48,24
"Hymenoptera","Formicidae","Amblyopone","fortis","","",44,22
"Hymenoptera","Formicidae","Amblyopone","reclinata","","",38,19
"Hymenoptera","Formicidae","Anochetus","altisquamis","","",30,15
"Hymenoptera","Formicidae","Anochetus","graeffei","","",30,15
"Hymenoptera","Formicidae","Anochetus","graeffei.2","","",38,19
"Hymenoptera","Formicidae","Anochetus","horridus","","",46,23
"Hymenoptera","Formicidae","Anochetus","madaraszi","","",28,14
"Hymenoptera","Formicidae","Anochetus","modicus","","",30,15
"Hymenoptera","Formicidae","Anochetus","sp.1","","",24,12
"Hymenoptera","Formicidae","Anochetus","sp.2","","",38,19
"Hymenoptera","Formicidae","Anochetus","sp.3","","",30,15
"Hymenoptera","Formicidae","Anochetus","sp.4","","",30,15
"Hymenoptera","Formicidae","Anochetus","sp.5","","",34,17
"Hymenoptera","Formicidae","Anochetus","sp.6","","",34,17
"Hymenoptera","Formicidae","Anochetus","yerburyi","","",30,15
"Hymenoptera","Formicidae","Anonychomyrma","itinerans","","",16,8
"Hymenoptera","Formicidae","Anonychomyrma","sp.1","","",16,8
"Hymenoptera","Formicidae","Anoplolepis","gracilipes","","",34,17
"Hymenoptera","Formicidae","Aphaenogaster","beccarii","","",30,15
"Hymenoptera","Formicidae","Aphaenogaster","beccarii.2","","",46,23
"Hymenoptera","Formicidae","Aphaenogaster","depilis","","",34,17
"Hymenoptera","Formicidae","Aphaenogaster","famelica","","",34,17
"Hymenoptera","Formicidae","Aphaenogaster","fulva","","",36,18
"Hymenoptera","Formicidae","Aphaenogaster","gibbosa","","",32,16
"Hymenoptera","Formicidae","Aphaenogaster","iberica","","",34,17
"Hymenoptera","Formicidae","Aphaenogaster","lamellidens","","",38,19
"Hymenoptera","Formicidae","Aphaenogaster","longiceps","","",46,23
"Hymenoptera","Formicidae","Aphaenogaster","miamiana","","",36,18
"Hymenoptera","Formicidae","Aphaenogaster","osimensis","","",32,16
"Hymenoptera","Formicidae","Aphaenogaster","rudis ","","",40,20
"Hymenoptera","Formicidae","Aphaenogaster","sardoa","","",34,17
"Hymenoptera","Formicidae","Aphaenogaster","senilis ","","",32,16
"Hymenoptera","Formicidae","Aphaenogaster","smythiesi","","",28,14
"Hymenoptera","Formicidae","Aphaenogaster","sp.1","","",30,15
"Hymenoptera","Formicidae","Aphaenogaster","subterranea","","",22,11
"Hymenoptera","Formicidae","Aphaenogaster","testaceopilosa ","","",34,17
"Hymenoptera","Formicidae","Aphaenogaster","tipuna","","",34,17
"Hymenoptera","Formicidae","Aphaenogaster","treatae","","",42,21
"Hymenoptera","Formicidae","Apterostigma","mayri","","",24,12
"Hymenoptera","Formicidae","Apterostigma","sp.1","","",20,10
"Hymenoptera","Formicidae","Apterostigma","sp.2","","",24,12
"Hymenoptera","Formicidae","Apterostigma","sp.3","","",32,16
"Hymenoptera","Formicidae","Atta","bisphaerica","","",22,11
"Hymenoptera","Formicidae","Atta","cephalotes","","",44,22
"Hymenoptera","Formicidae","Atta","columbica","","",22,11
"Hymenoptera","Formicidae","Atta","laevigata","","",22,11
"Hymenoptera","Formicidae","Atta","sexdens","","",22,11
"Hymenoptera","Formicidae","Bothriomyrmex","gibbus","","",22,11
"Hymenoptera","Formicidae","Bothriomyrmex","pusillus","","",22,11
"Hymenoptera","Formicidae","Bothriomyrmex","sp.1","","",22,11
"Hymenoptera","Formicidae","Brachymyrmex","sp.1","","",18,9
"Hymenoptera","Formicidae","Calomyrmex","sp, ANIC-1","","",28,14
"Hymenoptera","Formicidae","Camponotus","(Myrmanblys) sp1","","",18,9
"Hymenoptera","Formicidae","Camponotus","aethiops","","",42,21
"Hymenoptera","Formicidae","Camponotus","alii","","",42,21
"Hymenoptera","Formicidae","Camponotus","atriceps","","",40,20
"Hymenoptera","Formicidae","Camponotus","balzani","","",40,20
"Hymenoptera","Formicidae","Camponotus","bonariensis","","",40,20
"Hymenoptera","Formicidae","Camponotus","caryae","","",40,20
"Hymenoptera","Formicidae","Camponotus","cingulatus","","",40,20
"Hymenoptera","Formicidae","Camponotus","compressus","","",30,15
"Hymenoptera","Formicidae","Camponotus","consobrinus","","",46,23
"Hymenoptera","Formicidae","Camponotus","crassisquamis","","",40,20
"Hymenoptera","Formicidae","Camponotus","crassus","","",20,10
"Hymenoptera","Formicidae","Camponotus","cruentatus","","",38,19
"Hymenoptera","Formicidae","Camponotus","dolendus","","",20,10
"Hymenoptera","Formicidae","Camponotus","femoratus","","",44,22
"Hymenoptera","Formicidae","Camponotus","festinus","","",38,19
"Hymenoptera","Formicidae","Camponotus","foreli","","",34,17
"Hymenoptera","Formicidae","Camponotus","japonicus","","",26,13
"Hymenoptera","Formicidae","Camponotus","kiusiuensis","","",28,14
"Hymenoptera","Formicidae","Camponotus","lateralis","","",28,14
"Hymenoptera","Formicidae","Camponotus","ligniperdus","","",28,14
"Hymenoptera","Formicidae","Camponotus","mitis","","",20,10
"Hymenoptera","Formicidae","Camponotus","mus","","",26,13
"Hymenoptera","Formicidae","Camponotus","obscuripes","","",28,14
"Hymenoptera","Formicidae","Camponotus","parius","","",40,20
"Hymenoptera","Formicidae","Camponotus","pilicornis","","",50,25
"Hymenoptera","Formicidae","Camponotus","punctulatus","","",40,20
"Hymenoptera","Formicidae","Camponotus","rufipes ","","",40,20
"Hymenoptera","Formicidae","Camponotus","rufoglaucus ","","",36,18
"Hymenoptera","Formicidae","Camponotus","sericeiventris","","",40,20
"Hymenoptera","Formicidae","Camponotus","sericeus","","",44,22
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-1","","",46,23
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-10","","",46,23
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-11","","",32,16
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-12","","",38,19
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-13","","",20,10
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-14","","",38,19
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-2","","",46,23
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-3","","",48,24
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-5","","",32,16
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-8","","",32,16
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-9","","",36,18
"Hymenoptera","Formicidae","Camponotus","sp. (impressus group)","","",52,26
"Hymenoptera","Formicidae","Camponotus","sp. variegatus complex","","",20,10
"Hymenoptera","Formicidae","Camponotus","sp.1","","",18,9
"Hymenoptera","Formicidae","Camponotus","sp.2","","",38,19
"Hymenoptera","Formicidae","Camponotus","sp.3","","",40,20
"Hymenoptera","Formicidae","Camponotus","sp.4","","",38,19
"Hymenoptera","Formicidae","Camponotus","sp.5","","",36,18
"Hymenoptera","Formicidae","Camponotus","sp.6","","",40,20
"Hymenoptera","Formicidae","Camponotus","sylvaticus","","",40,20
"Hymenoptera","Formicidae","Camponotus","Taylori","","",24,12
"Hymenoptera","Formicidae","Camponotus","thraso","","",40,20
"Hymenoptera","Formicidae","Camponotus","vagus","","",28,14
"Hymenoptera","Formicidae","Camponotus","variegatus","","",26,13
"Hymenoptera","Formicidae","Camponotus","vitiosus","","",18,9
"Hymenoptera","Formicidae","Cardiocondyla","nuda","","",28,14
"Hymenoptera","Formicidae","Cardiocondyla","sp. (Myrmobrachys)","","",40,20
"Hymenoptera","Formicidae","Cardiocondyla","sp.1","","",40,20
"Hymenoptera","Formicidae","Cardiocondyla","sp.10","","",40,20
"Hymenoptera","Formicidae","Cardiocondyla","sp.11","","",26,13
"Hymenoptera","Formicidae","Cardiocondyla","sp.12","","",52,26
"Hymenoptera","Formicidae","Cardiocondyla","sp.13","","",18,9
"Hymenoptera","Formicidae","Cardiocondyla","sp.14","","",18,9
"Hymenoptera","Formicidae","Cardiocondyla","sp.15","","",32,16
"Hymenoptera","Formicidae","Cardiocondyla","sp.16","","",34,17
"Hymenoptera","Formicidae","Cardiocondyla","sp.17","","",20,10
"Hymenoptera","Formicidae","Cardiocondyla","sp.18","","",34,17
"Hymenoptera","Formicidae","Cardiocondyla","sp.19","","",38,19
"Hymenoptera","Formicidae","Cardiocondyla","sp.20","","",40,20
"Hymenoptera","Formicidae","Cardiocondyla","sp.21","","",20,10
"Hymenoptera","Formicidae","Cardiocondyla","sp.22","","",38,19
"Hymenoptera","Formicidae","Cardiocondyla","sp.7","","",44,22
"Hymenoptera","Formicidae","Cardiocondyla","sp.8","","",40,20
"Hymenoptera","Formicidae","Cardiocondyla","sp.9","","",38,19
"Hymenoptera","Formicidae","Carebara","asina","","",44,22
"Hymenoptera","Formicidae","Carebara","sauteri","","",36,18
"Hymenoptera","Formicidae","Carebara","sp, ANIC-6","","",38,19
"Hymenoptera","Formicidae","Carebara","sp.1","","",36,18
"Hymenoptera","Formicidae","Carebara","sp.2","","",44,22
"Hymenoptera","Formicidae","Carebara","sp.3","","",32,16
"Hymenoptera","Formicidae","Carebara","sp.4","","",26,13
"Hymenoptera","Formicidae","Carebara","sp.5","","",34,17
"Hymenoptera","Formicidae","Carebara","sp.6","","",42,21
"Hymenoptera","Formicidae","Carebara","sp.7","","",36,18
"Hymenoptera","Formicidae","Carebara","sp.8","","",44,22
"Hymenoptera","Formicidae","Cataglyphis","bicolor","","",52,26
"Hymenoptera","Formicidae","Cataglyphis","iberica","","",52,26
"Hymenoptera","Formicidae","Cataglyphis","setipes","","",54,27
"Hymenoptera","Formicidae","Centromyrmex","feae","","",44,22
"Hymenoptera","Formicidae","Cerapachys","biroi","","",28,14
"Hymenoptera","Formicidae","Cerapachys","brevis","","",46,23
"Hymenoptera","Formicidae","Cerapachys","sp.1","","",50,25
"Hymenoptera","Formicidae","Cerapachys","sp.2","","",50,25
"Hymenoptera","Formicidae","Chalepoxenus ","kutteri","","",24,12
"Hymenoptera","Formicidae","Chalepoxenus ","muellerianus","","",24,12
"Hymenoptera","Formicidae","Colobostruma","alinodis","","",22,11
"Hymenoptera","Formicidae","Colobostruma","sp, ANIC-1","","",22,11
"Hymenoptera","Formicidae","Colobostruma","sp.1","","",20,10
"Hymenoptera","Formicidae","Crematogaster","biroi","","",24,12
"Hymenoptera","Formicidae","Crematogaster","brunnea","","",36,18
"Hymenoptera","Formicidae","Crematogaster","laboriosa","","",26,13
"Hymenoptera","Formicidae","Crematogaster","rothneyi","","",50,25
"Hymenoptera","Formicidae","Crematogaster","sp, ANIC-1","","",24,12
"Hymenoptera","Formicidae","Crematogaster","sp, ANIC-2","","",28,14
"Hymenoptera","Formicidae","Crematogaster","sp.1","","",40,20
"Hymenoptera","Formicidae","Crematogaster","sp.10","","",26,13
"Hymenoptera","Formicidae","Crematogaster","sp.11","","",24,12
"Hymenoptera","Formicidae","Crematogaster","sp.12","","",58,29
"Hymenoptera","Formicidae","Crematogaster","sp.13","","",26,13
"Hymenoptera","Formicidae","Crematogaster","sp.4","","",26,13
"Hymenoptera","Formicidae","Crematogaster","sp.5","","",26,13
"Hymenoptera","Formicidae","Crematogaster","sp.6","","",36,18
"Hymenoptera","Formicidae","Crematogaster","sp.7","","",36,18
"Hymenoptera","Formicidae","Crematogaster","sp.8","","",24,12
"Hymenoptera","Formicidae","Crematogaster","sp.9","","",26,13
"Hymenoptera","Formicidae","Crematogaster","subnuda","","",36,18
"Hymenoptera","Formicidae","Cryptopone","rotundiceps","","",12,6
"Hymenoptera","Formicidae","Cryptopone","sauteri","","",28,14
"Hymenoptera","Formicidae","Cryptopone","testacea","","",18,9
