"Order","Family","Genus","Species","femalediploidnumber","sexchromosome"
"Phasmatodea","Phasmidae","Didymuria","Didymuria violescens",40,"XO"
"Phasmatodea","Phasmidae","Didymuria","Didymuria violescens",40,"XO"
"Phasmatodea","Phasmidae","Dubreuilia","Dubreuilia lineata",26,"XO"
"Phasmatodea","Phasmidae","Dyme","Dyme krugiana",50,"XO"
"Phasmatodea","Phasmidae","Extatosoma","Extatosoma tiaratum",36,"XO"
"Phasmatodea","Phasmidae","Extatosoma","Extatosoma tiaratum",38,"XO"
"Phasmatodea","Phasmidae","Genus7","Genus7 longiceps",42,""
"Phasmatodea","Phasmidae","Genus8","Genus8 sp1",46,"XO"
"Phasmatodea","Phasmidae","Lampionus","Lampionus sp.",24,"XO"
"Phasmatodea","Phasmidae","Lampionus","Lampionus sp.I",30,"XO"
"Phasmatodea","Phasmidae","Lampionus","Lampionus sp.III",36,"XO"
"Phasmatodea","Phasmidae","Lampionus","Lampionus sp.V",36,"XO"
"Phasmatodea","Phasmidae","Menexenus","Menexenus semiarmatus",46,"XO"
"Phasmatodea","Phasmidae","Oncotophasma","Oncotophasma sp.",42,"XO"
"Phasmatodea","Phasmidae","Orxines","Orxines macklotti",38,"XO"
"Phasmatodea","Phasmidae","Pachymorpha","Pachymorpha simplicipes",34,""
"Phasmatodea","Phasmidae","Pachymorpha","Pachymorpha sp.3",30,"XO"
"Phasmatodea","Phasmidae","Pachymorpha","Pachymorpha squalida",34,"XO"
"Phasmatodea","Phasmidae","Parasipyloidea","Parasipyloidea annulatus",30,"XO"
"Phasmatodea","Phasmidae","Parasipyloidea","Parasipyloidea cercata",40,"XO"
"Phasmatodea","Phasmidae","Parasipyloidea","Parasipyloidea granulosa",36,"XO"
"Phasmatodea","Phasmidae","Parasipyloidea","Parasipyloidea sp2",40,"XO"
"Phasmatodea","Phasmidae","Parasipyloidea","Parasipyloidea sp3",28,"XO"
"Phasmatodea","Phasmidae","Parasipyloidea","Parasipyloidea sp4",39,"XO"
"Phasmatodea","Phasmidae","Parasipyloidea","Parasipyloidea sp5",39,"XO"
"Phasmatodea","Phasmidae","Parasosibia","Parasosibia parva",54,"XO"
"Phasmatodea","Phasmidae","Phibalosoma","Phibalosoma phyllinum",42,"XO"
"Phasmatodea","Phasmidae","Phobaeticus","Phobaeticus sinetyi",52,"XO"
"Phasmatodea","Phasmidae","Podacanthus","Podacanthus typhon",28,"XY"
"Phasmatodea","Phasmidae","Podacanthus","Podacanthus viridiroseus",36,"XO"
"Phasmatodea","Phasmidae","Podacanthus","Podacanthus wilkinsoni",36,"XO"
"Phasmatodea","Phasmidae","Pseudobacteria","Pseudobacteria sp.",48,"XO"
"Phasmatodea","Phasmidae","Sipyloidea","Sipyloidea panaeticus",22,"XO"
"Phasmatodea","Phasmidae","Sipyloidea","Sipyloidea sipylus",80,""
"Phasmatodea","Phasmidae","Sipyloidea","Sipyloidea sp6",38,""
"Phasmatodea","Phasmidae","Tropiderus","Tropiderus childrenii",34,"XO"
"Phasmatodea","Phasmidae","Vetilia","Vetilia enceladus",38,"XY"
"Phasmatodea","Phylliidae","Acanthoderus","Acanthoderus grandis",44,"XO"
"Phasmatodea","Phylliidae","Acanthoderus","Acanthoderus inermis",44,"XO"
"Phasmatodea","Phylliidae","Bacillus","Bacillus libanicus",NA,"XY"
"Phasmatodea","Phylliidae","Bacillus","Bacillus rossius",36,"XO"
"Phasmatodea","Phylliidae","Bacillus","Bacillus rossius",NA,""
"Phasmatodea","Phylliidae","Clonopsis","Clonopsis gallica",56,""
"Phasmatodea","Phylliidae","Epibacillus","Epibacillus lobipes",NA,""
"Phasmatodea","Phylliidae","Isagoras","Isagoras schraderi",34,"XY"
"Phasmatodea","Phylliidae","Isagoras","Isagoras sp.",48,"XO"
"Phasmatodea","Phylliidae","Isagoras","Isagoras subaquilus",28,"XO"
"Phasmatodea","Phylliidae","Phalces","Phalces longiscaphus",36,"XO"
"Phasmatodea","Phylliidae","Phyllium","Phyllium bioculatum",34,"XO"
"Phasmatodea","Phylliidae","Prisopus","Prisopus ariadne",28,"XY"
"Phasmatodea","Phylliidae","Prisopus","Prisopus berosus",50,"XO"
"Phasmatodea","Phylliidae","Pseudophasma","Pseudophasma menius",24,"XO"
"Orthoptera","Phalangopsidae","Endecous","Endecous alejomesai",22,"XO"
"Orthoptera","Phalangopsidae","Endecous","Endecous batariensis",22,"XO"
"Orthoptera","Phalangopsidae","Endecous","Endecous cavernicolus",22,"XO"
"Orthoptera","Phalangopsidae","Endecous","Endecous itatibensis",20,"XO"
"Orthoptera","Phalangopsidae","Endecous","Endecous onthophagus",20,"XO"
