Order,Family,Genus,species,female2n,male2n,B chromosomes,sex.chromosome.system,"notes, comments",Source,Study,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Eptesicus,sagittula,44,44,,XY,,Animal Karyotype Book,Volleth and Tidemann 1989,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Pipistrellus ,stenopterus,32,32,,XY,,Animal Karyotype Book,Volleth et al. 2001,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Falsistrellus,tasmaniensis,44,44,,XY,,Animal Karyotype Book,Volleth and Tidemann 1989,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Eptesicus,vulturnus,44,44,,XY,,Animal Karyotype Book,Volleth and Tidemann 1989,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Hypsugo,pulveratus,44,44,,XY,,Animal Karyotype Book 2020,Ao et al.2006,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Plecotus,auritus,32,32,,XY,,Animal Karyotype Book 2020,Kulemzina et al. 2011b,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Scotophilus,heathi,36,36,,XY,,Animal Karyotype Book,Stock 1975,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Scotophilus,kuhlii,36,36,,XY,,Animal Karyotype Book,Stock 1975,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Scotophilus,dinganii,36,36,,XY,,Animal Karyotype Book 2020,Eick et al. 2007,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Scotorepens ,balstoni,30,30,,XY,,Animal Karyotype Book,Volleth and Tidemann 1989,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Scotozous,dormeri,30,30,,XY,,Animal Karyotype Book,Volleth et al. 2001,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Tylonycteris,pachypus,32,32,,XY,,Animal Karyotype Book,Volleth et al. 2001,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Tylonycteris,robustula,46,46,,XY,,Animal Karyotype Book,Volleth et al. 2001,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Tylonycteris,robustula,32,32,,XY,,Animal Karyotype Book 2020,Ao et al.2006,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Tylonycteris,sp.,30,30,,XY,,Animal Karyotype Book 2020,Ao et al.2006,,,,,,,,,,,,,,
Chiroptera,Vespertilionidae,Vespertilio,murinus,38,38,,XY,,Animal Karyotype Book 2020,Kulemzina et al. 2011b,,,,,,,,,,,,,,
Cingulata,Chlamyphoridae,Cabassous,centralis,62,62,,XY,,Blackmon,Benirschke 1969,,,,,,,,,,,,,,
Cingulata,Chlamyphoridae,Cabassous,tatouay,50,50,,XY,,Animal Karyotype Book,Benirschke 1969,,,,,,,,,,,,,,
Cingulata,Chlamyphoridae,Chaetophractus,villosus,60,60,,XY,,Blackmon,Jorge et al. 1977,,,,,,,,,,,,,,
Cingulata,Chlamyphoridae,Euphractus,sexcinctus,58,58,,XY,,Animal Karyotype Book,Jorge et al. 1977,,,,,,,,,,,,,,
Cingulata,Chlamyphoridae,Euphractus,sexcinctus flavimanus,58,58,,XY,,Animal Karyotype Book 2020,Jorge et al. 1977,,,,,,,,,,,,,,
Cingulata,Chlamyphoridae,Tolypeutes,matacus,38,38,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Cingulata,Chlamyphoridae,Zaedyus,pichiy,62,62,,XY,,Animal Karyotype Book,Jorge et al. 1977,,,,,,,,,,,,,,
Cingulata,Dasypodidae,Dasypus,hybridus,64,64,,XY,,Animal Karyotype Book,Jorge et al. 1977,,,,,,,,,,,,,,
Cingulata,Dasypodidae,Dasypus,novemcinctus,64,64,,XY,,Blackmon,Jorge et al. 1977,,,,,,,,,,,,,,
Cingulata,Dasypodidae,Dasypus,septemcinctus,64,64,,XY,,Animal Karyotype Book,Barroso and Seuanez 1991,,,,,,,,,,,,,,
Dasyuromorphia,Dasyuridae,Antechinomys,laniger,14,14,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Dasyuromorphia,Dasyuridae,Antechinus,flavipes,14,14,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,14,14,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,14,14,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,14,14,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,14,14,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Dasyuromorphia,Dasyuridae,Ningaui,sp.,14,14,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Dasyuromorphia,Dasyuridae,Planigale,maculata,14,14,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,14,14,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Dasyuromorphia,Dasyuridae,Sminthopsis ,crassicaudata,14,14,,XY,,Blackmon,Rofe 1979,,,,,,,,,,,,,,
Dermoptera,Cynocephalidae,Galeopterus,variegatus,56,56,,XY,,Blackmon,Nie et al. 2008,,,,,,,,,,,,,,
Dermoptera,Cynocephalidae,Cynocephalus ,volans,38,38,,XY,,Animal Karyotype Book,Rickart 2003,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Caluromys,derbianus,14,14,,XY ,,Blackmon,,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Caluromys,lanatus,14,14,,XY,,Animal Karyotype Book,Casartelli et al. 1986,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Chironectes ,minimus,22,22,,XY,,Blackmon,,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Didelphis,marsupialis,22,22,,XY,,Blackmon,Aniskin et al. 1991,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Didelphis,virginiana,22,22,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Didelphis,albiventris,22,22,,XY,,Blackmon,,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,22,22,,XY,,Blackmon,,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Marmosa,alstoni,14,14,,XY,,Blackmon,,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Marmosa,murina,14,14,,XY,,Blackmon,,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Thylamys,pusillus,14,14,,XY,,Blackmon,,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Marmosa,robinsoni,14,14,,XY,,Blackmon,,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Marmosa,sp.,14,14,,XY,,Animal Karyotype Book,Aniskin 1994a,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Marmosops,incanus,14,14,,XY,,Animal Karyotype Book,Svartman 1998,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,14,14,,XY,,Animal Karyotype Book,Aniskin et al. 1991,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Marmosa,demerarae,14,14,,XY,,Animal Karyotype Book,Svartman 1998,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,18,18,,XY,,Blackmon,,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Monodelphis,domestica,18,18,,XY,,Animal Karyotype Book,Graphodatsky et al. (Unpublished),,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Philander,opossum,22,22,,XY,,Blackmon,Svartman 1998,,,,,,,,,,,,,,
Didelphimorphia,Didelphidae,Thylamys,elegans,14,14,,XY,,Animal Karyotype Book,Shchipanov et al. 1996,,,,,,,,,,,,,,
Diprotodontia,Acrobatidae,Acrobates,pygmaeus,14,14,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Burramyidae,Cercartetus,concinnus,14,14,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Notamacropus,eugenii,16,16,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Macropus,fuliginosus,16,16,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Macropus,giganteus,16,16,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Notamacropus,parma,16,16,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Notamacropus,parryi,16,16,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Osphranter,robustus,16,16,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Notamacropus ,rufogriseus,16,16,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Osphranter,rufus,20,20,,XY,,Blackmon,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Petrogale,brachyotis,20,20,,XY,,Animal Karyotype Book,Eldridge et al. 1992a,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Petrogale,concinna,16,16,,XY,,Animal Karyotype Book,Eldridge et al. 1992a,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Petrogale,lateralis lateralis,22,22,,XY,,Animal Karyotype Book,Eldridge et al. 1992a,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Petrogale,penicillata,22,22,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Petrogale,xanthopus celeris,22,22,,XY,,Animal Karyotype Book,Eldridge et al. 1992a,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Petrogale,xanthopus xanthopus,22,22,,XY,,Animal Karyotype Book,Eldridge et al. 1992a,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Thylogale,billardierii,22,22,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Thylogale,thetis,22,22,,XY,,Animal Karyotype Book,Eldridge et al. 1992a,,,,,,,,,,,,,,
Diprotodontia,Macropodidae,Wallabia,bicolor,10,11,,complex XY,XY1Y2,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Petauridae,Petaurus,norfolcensis,21,21,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Phalangeridae,Trichosurus,vulpecula,20,20,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,16,16,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Diprotodontia,Potoroidae,Potorous,tridactylus,12,12,,XY,,Animal Karyotype Book,Graphodatsky et al. (Unpublished),,,,,,,,,,,,,,
Diprotodontia,Pseudocheiridae,Hemibelideus,lemuroides,20,20,,XY,,Animal Karyotype Book,McQuade 1984,,,,,,,,,,,,,,
Diprotodontia,Pseudocheiridae,Petropseudes,dahli,16,16,,XY,,Animal Karyotype Book,Murray et al. 1980,,,,,,,,,,,,,,
Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus cookii,20,20,,XY,,Animal Karyotype Book,Murray et al. 1980,,,,,,,,,,,,,,
Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus puicher,20,20,,XY,,Animal Karyotype Book,Murray et al. 1980,,,,,,,,,,,,,,
Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus rubidus,20,20,,XY,,Animal Karyotype Book,Murray et al. 1980,,,,,,,,,,,,,,
Diprotodontia,Tarsipedidae,Tarsipes,rostratus,24,24,,XY,,Animal Karyotype Book,Hayman 1990,,,,,,,,,,,,,,
Diprotodontia,Vombatidae,Lasiorhinus,latifrons,14,14,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Vombatidae,Vombatus,ursinus,14,14,,XY,,Animal Karyotype Book,Rofe 1979,,,,,,,,,,,,,,
Diprotodontia,Phalangeridae,Trichosurus ,vulpecula,20,20,,XY,,Blackmon,,,,,,,,,,,,,,,
Eulipotyphla,Erinaceidae,Erinaceus,amurensis,48,48,,XY,,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Erinaceidae,Erinaceus,concolor,48,48,,XY,,Animal Karyotype Book,Sokolov et al. 1991,,,,,,,,,,,,,,
Eulipotyphla,Erinaceidae,Erinaceus,europaeus,48,48,,XY,,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Erinaceidae,Hemiechinus,auritus,48,48,,XY,,Animal Karyotype Book,Yang et al. 2006,,,,,,,,,,,,,,
Eulipotyphla,Erinaceidae,Mesechinus,dauuricus,48,48,,XY,,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Erinaceidae,Paraechinus,hypomelas,48,48,,XY,,Animal Karyotype Book,Radjabli and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Erinaceidae,Podogymnura,truei,40,40,,XY,,Animal Karyotype Book,Rickart 2003,,,,,,,,,,,,,,
Eulipotyphla,Erinaceidae,Neohylomys,hainanensis,32,32,,XY,,Animal Karyotype Book 2020,Li et al. 2008,,,,,,,,,,,,,,
Eulipotyphla,Erinaceidae,Neotetracus,sinensis,32,32,,XY,,Animal Karyotype Book 2020,Ye et al. 2006,,,,,,,,,,,,,,
Eulipotyphla,Erinaceidae,Hylomys,suillus,48,48,,XY,,Animal Karyotype Book 2020,Pavlova (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Solenodontidae,Solenodon,paradoxus,34,34,,XY,,Animal Karyotype Book,Benirschke 1969,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Blarina,carolinensis peninsulae,50,50,,XY,,Animal Karyotype Book,George et al. 1982,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Blarina,carolinensis,46,46,,XY,,Animal Karyotype Book,George et al. 1982,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Blarina,carolinensis,37,37,,XY,,Animal Karyotype Book,George et al. 1982,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Blarina,hylophaga,19,19,,complex XY,XY1Y2,Animal Karyotype Book,George et al. 1982,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,dsinezumi,40,40,,XY,,Animal Karyotype Book,Biltueva et al. 1999,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,horsfieldii watasei,26,26,,XY,,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,pergrisea,22,22,,XY,,Animal Karyotype Book,Graphodatsky et al. 1987,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,sibirica,40,40,,XY,,Animal Karyotype Book,Graphodatsky et al. 1987,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,suaveolens,40,40,,XY,,Animal Karyotype Book,Graphodatsky et al. 1987,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Neomys,fodiens,52,52,,XY,,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Notiosorex ,crawfordi,68,68,,XY,,Blackmon,,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Sorex,araneus,21,21,,complex XY,XY1Y2,Animal Karyotype Book,Serov et al. 1998,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Sorex,caecutiens,42,42,,XY,,Animal Karyotype Book,Biltueva et al. 2011,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Sorex,granarius,36,36,,XY,,Animal Karyotype Book,Perelman et al. (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Sorex,minutus,42,42,,XY,,Animal Karyotype Book,Biltueva et al. 2011,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Sorex,raddei,36,36,,XY,,Animal Karyotype Book,Biltueva et al. 2011,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Sorex,tundrensis,30,30,,XY,,Animal Karyotype Book,Aniskin and Volobouev 1980,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Suncus,murinus,40,40,,XY,,Animal Karyotype Book,Perelman et al. (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Sorex ,araneus,20-33,20-33,,complex XY,XY1Y2,Animal Karyotype Book 2020,"Dixhens et al. 1998, Ye et al. 2006, Biltueva et al. 2011",,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Sorex ,granarius,36-37,36-37,,complex XY,XY1Y2,Animal Karyotype Book 2020,"Biltueva et al. 2011, Biltueva and Vorobieva 2012",,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Sorex ,tundrensis,30-35,30-35,,,,Animal Karyotype Book 2020,Biltueva et al. 2011,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Sorex ,coronatus,22-23,22-23,,complex XY,XY1Y2,Animal Karyotype Book 2020,Biltueva et al. 2011,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Blarinella,griselda,44,44,,XY,,Animal Karyotype Book 2020,Ye et al. 2006,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,watasei,26,26,,XY,,Animal Karyotype Book 2020,Harada et al. 1985,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,leucodon sp. 1,28,28,,XY,,Animal Karyotype Book 2020,Graphodatsky et al. 1987,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,leucodon sp. 2,28,28,,XY,,Animal Karyotype Book 2020,Vogel and Sofianidou 1996,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,tarfayensis,36,36,,XY,,Animal Karyotype Book 2020,Vogel et al. 2006,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,sicula,36,36,,XY,,Animal Karyotype Book 2020,Vogel et al. 2006,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,canariensis,36,36,,XY,,Animal Karyotype Book 2020,Vogel et al. 2006,,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,crossei,44,44,,XY,,Animal Karyotype Book 2020,Aniskin (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,glassi,36,36,,XY,,Animal Karyotype Book 2020,Aniskin (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,muricauda,36,36,,XY,,Animal Karyotype Book 2020,Aniskin (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,obscurior,38,38,,XY,,Animal Karyotype Book 2020,Aniskin (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Soricidae,Crocidura,olivieri,50,50,,XY,,Animal Karyotype Book 2020,Aniskin (Unpublished),,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Parascalops,breweri,34,34,,XY,,Animal Karyotype Book,Benirschke 1969,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Talpa,altaica,34,34,,XY,,Animal Karyotype Book,Biltueva and Vorobieva 2012,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Talpa,europaea,34,34,,XY,,Blackmon,Volleth and Muller 2006,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Talpa,europaea europaea,34,34,,XY,,Animal Karyotype Book,Benirschke 1969,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Mogera,insularis,32,32,,XY,,Animal Karyotype Book 2020,Kawada et al. 2007,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Mogera,kanoana,32,32,,XY,,Animal Karyotype Book 2020,Kawada et al. 2007,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Dymecodon,pilirostris,34,34,,XY,,Animal Karyotype Book 2020,Kawada and Obara 1999,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Urotrichus,talpoides,34,34,,XY,,Animal Karyotype Book 2020,Kawada and Obara 1999,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Euroscaptor,klossi,36,36,,XY,,Animal Karyotype Book 2020,Kawada et al. 2006,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Parascaptor,leucura,34,34,,XY,,Animal Karyotype Book 2020,Kawada et al. 2016,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Scaptonyx,fusicaudus,34,34,,XY,,Animal Karyotype Book 2020,Kawada et al. 2008,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Neurotrichus,gibbsii,34,34,,XY,,Animal Karyotype Book 2020,Kawada et al. 2008,,,,,,,,,,,,,,
Eulipotyphla,Talpidae,Scapanulus,oweni,34,34,,XY,,Animal Karyotype Book 2020,He et al. 2012,,,,,,,,,,,,,,
Hyracoidea,Procaviidae,Procavia,capensis,54,54,,XY,,Animal Karyotype Book,Pardini et al. 2007,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Brachylagus,idahoensis,44,44,,XY,,Animal Karyotype Book,Robinson et al. 2002,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Bunolagus,monticularis,44,44,,XY,,Animal Karyotype Book,Robinson et al. 2002,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Lepus,americanus,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Lepus,californicus,48,48,,XY,,Animal Karyotype Book,Robinson et al. 2002,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Lepus,saxatilis,48,48,,XY,,Animal Karyotype Book,Robinson 1980,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Lepus ,alleni alleni,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Lepus ,californicus eremicus,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Lepus ,townsendii,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Oryctolagus,cuniculus,44,44,,XY,,Blackmon,Korstanje et al. 1999,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Pronolagus,rupestris,42,42,,XY,,Animal Karyotype Book,Robinson et al. 2002,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Romerolagus ,diazi,48,48,,XY,,Blackmon,Robinson et al. 2002,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Sylvilagus,aquaticus,38,38,,XY,,Animal Karyotype Book,Robinson et al. 1983,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Sylvilagus,audubonii,42,42,,XY,,Animal Karyotype Book,Robinson et al. 1984,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Sylvilagus,floridanus,42,42,,XY,,Animal Karyotype Book,Robinson et al. 1983,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Sylvilagus,nuttallii,42,42,,XY,,Animal Karyotype Book,Robinson et al. 1984,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Sylvilagus,palustris,38,38,,XY,,Animal Karyotype Book,Robinson et al. 1983,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Sylvilagus,transitionalis,46,46,,XY,,Animal Karyotype Book,Robinson et al. 1983,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Lepus,timidus,48,48,,XY,,Animal Karyotype Book 2020,Beklemisheva et al. 2011,,,,,,,,,,,,,,
Lagomorpha,Leporidae,Lepus,mandshuricus,48,48,,XY,,Animal Karyotype Book 2020,Beklemisheva and Kartavtseva (Unpublished),,,,,,,,,,,,,,
Lagomorpha,Leporidae,Lepus,tolai,48,48,,XY,,Animal Karyotype Book 2020,Beklemisheva and Romanenko (Unpublished),,,,,,,,,,,,,,
Lagomorpha,Ochotonidae,Ochotona,hyperborea,40,40,,XY,,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Lagomorpha,Ochotonidae,Ochotona,princeps,68,68,,XY,,Animal Karyotype Book,Stock 1976,,,,,,,,,,,,,,
Lagomorpha,Ochotonidae,Ochotona,rufescens rufescens,60,60,,XY,,Blackmon,,,,,,,,,,,,,,,
Lagomorpha,Ochotonidae,Ochotona ,hyperborea,40,40,,XY,,Blackmon,Perelman and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Lagomorpha,Ochotonidae,Ochotona,forresti,54,54,,XY,,Animal Karyotype Book 2020,Ye et al. 2011,,,,,,,,,,,,,,
Macroscelidea,Macroscelididae,Macroscelides,proboscideus,26,26,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Macroscelidea,Tenrecidae,Hemicentetes,nigriceps,38,38,,XY,,Animal Karyotype Book,Benirschke 1969,,,,,,,,,,,,,,
Macroscelidea,Tenrecidae,Microgale,dobsoni,30,30,,XY,,Animal Karyotype Book,Benirschke 1969,,,,,,,,,,,,,,
Macroscelidea,Macroscelididae,Elephantulus,rupestris,26,26,,XY,,Animal Karyotype Book 2020,Robinson et al. 2004,,,,,,,,,,,,,,
Microbiotheria,Microbiotheriidae,Dromiciops,australis,14,13,,XO,,Animal Karyotype Book,Gallardo and Patterson (1987),,,,,,,,,,,,,,
Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,52,52,,complex XY,X1X2X3X4X5Y1Y2Y3Y4Y5,Blackmon,Bick and Sharman 1975,,,,,,,,,,,,,,
Monotremata,Tachyglossidae,Tachyglossus,aculeatus,64,63,,complex XY,X1X2X3X4X5Y1Y2Y3Y4O,Blackmon,Bick and Jackson 1967,,,,,,,,,,,,,,
Monotremata,Tachyglossidae,Zaglossus ,bruijni,64,63,,complex XY,X1X2X3X4X5Y1Y2Y3Y4O,Animal Karyotype Book,Graves et al. (Unpublished),,,,,,,,,,,,,,
Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,20,20,,XY,,Animal Karyotype Book,Calaby et al. 1974,,,,,,,,,,,,,,
Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,14,14,,XY,,Animal Karyotype Book ,Gallardo and Patterson (1987),,,,,,,,,,,,,,
Peramelemorphia,Peramelidae,Isoodon,obesulus,14,14,,XY,,Animal Karyotype Book ,Rofe 1979,,,,,,,,,,,,,,
Peramelemorphia,Peramelidae,Perameles,nasuta,14,14,,XY,,Blackmon,Rofe 1979,,,,,,,,,,,,,,
Peramelemorphia,Peramelidae,Macrotis,lagotis,18,19,,complex XY,XY1Y2,Animal Karyotype Book ,Martin and Hayman 1967,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,asinus,62,62,,XY,,Blackmon,Raudsepp and Chowdhary 1999,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,asinus somalicus,62-64,62-64,,XY,,Animal Karyotype Book ,Houck et al. 1998,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,burchelli,44,44,,XY,,Animal Karyotype Book,Trifonov et al. 2008,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,caballus,64,64,,XY,,Blackmon,Bowling et al. 1997,,,,,,,,,,,,,,
Perissodactyla,Equidae,Equus,grevyi,46,46,,XY,,Blackmon,Musilova et al. 2007,,,,,,,,,,,,,,
